i_init,infec_list_FB,infec_list_BA,early_deg_FB,early_deg_BA,speed_list_FB,speed_list_BA,reach_list_FB,reach_list_BA
0.0416,302,727,20.532103174603172,32.831762710638564,5.9411764705882355,19.846153846153847,3,4
0.0416,271,776,39.943333333333335,32.45983705698872,3.7058823529411766,22.52,6,4
0.0521,486,791,18.289551769180253,31.89784907243909,10.681818181818182,20.692307692307693,6,4
0.0521,684,825,13.375736785947783,31.76823463453898,18.782608695652176,21.576923076923077,5,4
0.0521,554,824,18.03183811688927,32.41881615588558,13.173913043478262,21.73076923076923,3,3
0.0521,413,814,10.324160088277736,30.432141595018816,8.526315789473685,21.423076923076923,7,3
0.0521,404,808,7.601219336219335,32.52153771637053,7.090909090909091,22.12,5,4
0.0521,360,827,17.578511904761903,31.53473062690035,7.533333333333333,21.807692307692307,3,4
0.0521,327,788,12.334047619047618,33.06476186352348,5.857142857142857,20.423076923076923,5,4
0.0521,561,774,13.627333678154022,31.052186030518822,14.181818181818182,20.84,6,4
0.0521,445,851,10.536542575781706,30.070570391699242,8.954545454545455,22.96153846153846,7,3
0.0521,423,861,22.292065239971585,31.081073462323463,9.263157894736842,23.153846153846153,5,4
0.0521,438,825,23.29903280929597,31.993796366905144,9.55,22.52,5,4
0.0521,344,826,20.504801587301586,31.37384441545156,5.823529411764706,22.84,5,4
0.0521,462,797,15.344038952191124,32.99368081625977,10.55,21.36,4,4
0.0521,329,823,21.625833333333333,31.330082097590484,5.428571428571429,22.24,5,4
0.0521,348,791,18.356858974358975,33.08837535208123,5.888888888888889,20.692307692307693,6,3
0.0521,503,777,16.404339366350236,33.32870285550509,11.5,20.96,5,4
0.0521,459,781,20.32771736977619,31.583242258282446,9.454545454545455,20.76,5,4
0.0521,382,815,19.799408091908095,30.56418465986524,7.647058823529412,21.76923076923077,2,4
0.0521,372,804,21.15494047619048,32.3984176934177,5.7272727272727275,21.84,5,4
0.0521,664,833,20.245372195372195,30.812438756151852,17.041666666666668,22.153846153846153,6,4
0.0626,743,875,11.972037396155041,31.7171361993645,18.12,22.384615384615383,6,4
0.0626,557,860,18.647214198844633,31.796085120553204,11.652173913043478,22.68,4,4
0.0626,553,855,25.365224188893546,33.91505592294057,11.521739130434783,22.04,5,4
0.0626,708,858,12.571728520017995,30.543917508072457,16.52,20.962962962962962,6,4
0.0626,451,848,30.489556489262373,32.57259819697737,7.409090909090909,21.115384615384617,7,4
0.0626,331,822,10.18521645021645,30.300856403057487,4.7,20.307692307692307,7,3
0.0626,441,868,12.704808941058939,33.334289360701064,8.222222222222221,21.846153846153847,6,4
0.0626,629,889,22.79281382188503,32.12904595404595,15.363636363636363,22.53846153846154,4,4
0.0626,883,859,17.118668038832656,31.488335608882288,23.32,21.192307692307693,8,4
0.0626,631,827,19.34122976633005,30.788945303200148,14.73913043478261,21.44,5,4
0.0626,442,840,26.918261183261183,30.89122843822844,7.190476190476191,21.52,5,4
0.0626,388,874,22.5440873015873,33.33512453450112,6.0,22.64,5,4
0.0626,511,874,18.27872012045925,31.058094713154638,10.181818181818182,22.153846153846153,6,4
0.0626,482,854,10.737142073612663,32.556249955150406,9.19047619047619,21.307692307692307,8,4
0.0626,446,875,10.77033625730994,31.808642299729257,8.5,22.84,6,3
0.0626,546,815,19.699231786731787,30.984605634533285,11.173913043478262,20.76,6,4
0.0626,488,836,13.848240093240094,32.73489088060104,8.695652173913043,21.52,6,4
0.0626,844,813,16.98216902031242,32.33349937402569,22.0,20.52,3,4
0.0626,405,855,13.991825396825396,31.670794781422604,6.0,21.346153846153847,6,4
0.0626,426,860,9.942382677708764,30.457437626363525,7.722222222222222,21.46153846153846,6,4
0.0732,714,891,12.970591811887578,32.015106407558456,16.043478260869566,21.88,6,4
0.0732,421,867,15.528269230769231,31.846340008064924,5.235294117647059,21.16,5,4
0.0732,474,866,9.738194444444444,32.8046994761511,7.368421052631579,21.0,5,4
0.0732,431,907,8.561666666666667,31.791779577130193,7.142857142857143,21.807692307692307,5,4
0.0732,455,853,12.934166666666666,30.943260089879868,7.75,19.923076923076923,4,4
0.0732,565,866,19.682325512651595,30.329908977710335,11.142857142857142,20.92,4,4
0.0732,815,905,13.645110261911446,30.83954621652523,20.82608695652174,22.32,3,4
0.0732,580,881,23.050849567099565,31.905119670213217,10.782608695652174,20.653846153846153,7,4
0.0732,570,857,21.01507234432234,31.18865890156867,9.91304347826087,20.92,7,4
0.0732,621,913,15.321794968316706,31.834610302522538,13.523809523809524,21.807692307692307,4,4
0.0732,679,870,13.986743851994238,32.14261462899013,15.5,20.5,6,4
0.0732,419,871,26.080627705627705,32.15628644218721,5.235294117647059,21.24,6,3
0.0732,503,871,10.916518288474808,31.356448110422907,8.095238095238095,20.46153846153846,6,4
0.0732,467,866,12.646143790849674,31.949238095238094,6.55,21.416666666666668,5,3
0.0732,438,897,14.0412987012987,30.592338199249138,6.111111111111111,21.576923076923077,5,4
0.0732,854,883,13.096010235980373,30.18502867064111,20.36,20.807692307692307,5,4
0.0732,583,902,26.891289214415348,32.27441800928527,10.782608695652174,21.5,8,3
0.0732,926,872,14.89584474883299,31.24116005467024,24.333333333333332,21.64,8,4
0.0732,489,891,13.338136752136752,31.565373145373144,6.869565217391305,21.68,7,4
0.0732,663,853,18.483601340688296,33.893411288500964,13.708333333333334,20.28,5,3
0.0837,581,907,17.263687423687422,33.09923934508363,10.473684210526315,21.04,5,4
0.0837,815,945,13.907276424795867,31.582397651867968,18.333333333333332,21.653846153846153,5,4
0.0837,516,911,17.35419542445858,33.033923976608186,8.470588235294118,20.5,4,4
0.0837,605,964,15.83027847152847,31.318138929905057,10.857142857142858,22.346153846153847,5,4
0.0837,510,934,18.55562271062271,31.45688025210084,5.739130434782608,21.307692307692307,5,4
0.0837,482,920,11.42054834054834,31.75634842313189,6.055555555555555,20.76923076923077,6,3
0.0837,790,886,11.439424544400023,30.0164492335545,17.82608695652174,20.28,7,4
0.0837,551,889,13.368717247664616,31.282162289755917,8.428571428571429,21.041666666666668,7,4
0.0837,595,905,18.164892303221823,31.091250140718223,10.285714285714286,20.76,6,4
0.0837,583,897,19.404456411022903,30.569149658875496,9.409090909090908,20.44,5,4
0.0837,542,923,10.97819005270092,30.406746453835684,8.68421052631579,21.48,7,4
0.0837,585,932,14.347249833499834,30.999758951749023,8.708333333333334,21.88,6,4
0.0837,491,929,15.933145743145744,31.116013052712724,5.363636363636363,20.96153846153846,5,4
0.0837,473,914,12.022435064935065,31.934877395108508,6.117647058823529,20.692307692307693,5,4
0.0837,601,865,16.620240351081144,32.254625159545625,10.272727272727273,19.16,5,4
0.0837,563,888,19.869566544566545,31.81578379108121,9.0,20.32,6,3
0.0837,527,908,11.477510822510823,32.215378031321016,7.285714285714286,20.5,6,3
0.0837,690,927,21.463781394745837,30.630533797267134,14.045454545454545,21.56,6,4
0.0837,633,950,14.390797079333504,32.95140648803381,11.304347826086957,22.56,5,4
0.0837,704,921,24.911451605546432,31.607953418091277,15.380952380952381,21.64,4,4
0.0942,543,941,19.788210678210678,31.166283734926186,6.0476190476190474,20.64,6,4
0.0942,871,938,12.900398724082933,29.746566203196846,19.391304347826086,19.653846153846153,5,4
0.0942,505,964,11.730660173160173,30.827445491694807,5.5,21.36,5,4
0.0942,887,953,12.39522111023112,31.13165683325608,19.166666666666668,20.88,6,4
0.0942,513,908,25.00340909090909,31.924100114633966,5.157894736842105,19.48,6,4
0.0942,644,946,14.685405982905985,31.765541407867495,11.526315789473685,20.76,4,4
0.0942,877,919,17.367374232683158,29.870992016628172,19.0,18.884615384615383,6,4
0.0942,541,939,12.22103923853924,32.32633564973039,6.526315789473684,20.48,5,4
0.0942,720,925,16.303287669433715,31.410573266339394,12.375,19.92,5,4
0.0942,519,951,9.880595238095237,30.457346749741486,6.235294117647059,20.076923076923077,5,4
0.0942,535,949,16.0973556998557,30.22734564852673,5.8,20.307692307692307,6,3
0.0942,876,951,15.422238823998498,31.74357811374592,17.115384615384617,20.46153846153846,7,3
0.0942,520,960,9.205454545454547,31.353912471452794,6.4375,20.76923076923077,4,4
0.0942,710,928,18.080199579831934,31.011235155403988,12.826086956521738,20.2,7,4
0.0942,839,923,9.637147745071086,30.734248248741284,18.391304347826086,19.76,5,4
0.0942,948,964,14.690742340334015,31.426919046131566,21.666666666666668,20.846153846153847,7,4
0.0942,844,922,14.43134184206598,30.96991315987446,17.08,19.84,6,3
0.0942,727,933,18.49451924494494,30.96006776568047,13.26086956521739,20.08,5,3
0.0942,705,964,20.731453864032577,31.037016296671027,12.391304347826088,21.44,5,4
0.0942,690,976,20.458813939891524,30.48416949721681,11.956521739130435,21.92,6,4
0.1047,763,984,18.771872710622713,30.35303706225077,12.04,19.692307692307693,7,4
0.1047,774,998,19.686035818046683,31.23254889709954,13.608695652173912,21.04,6,3
0.1047,541,983,22.257272727272728,31.315147472513196,5.1875,20.64,5,3
0.1047,822,1011,14.649816283973754,31.74490992830489,15.695652173913043,21.48,7,3
0.1047,755,961,20.426544836742202,30.383958159287108,13.904761904761905,19.0,4,3
0.1047,581,980,16.75869658119658,31.043487299853997,6.0,20.32,5,4
0.1047,772,983,21.234086215203238,32.079016142009564,13.0,19.96153846153846,5,4
0.1047,738,991,21.55174005526637,30.665144620164785,11.91304347826087,20.6,6,4
0.1047,692,978,15.136869193608325,31.892773500137235,10.5,20.64,6,4
0.1047,795,951,20.941803148542277,31.304321664101074,14.818181818181818,18.46153846153846,3,3
0.1047,533,960,9.188095238095238,31.48821626149753,4.470588235294118,19.64,5,3
0.1047,847,983,11.178938403431548,32.93925086162299,15.958333333333334,19.846153846153847,5,4
0.1047,810,981,18.67370744794658,31.31123074510223,14.666666666666666,20.2,7,4
0.1047,803,975,26.893619297798864,31.04291140825623,15.590909090909092,20.28,6,4
0.1047,861,971,11.697200907155175,30.482342890339794,16.333333333333332,20.08,6,4
0.1047,747,970,18.631501849099266,30.97004495117286,12.565217391304348,19.68,6,3
0.1047,736,986,19.597151735076,30.274173415092086,11.583333333333334,20.03846153846154,4,4
0.1047,771,970,18.918728070175437,32.45752349116233,13.173913043478262,20.08,6,4
0.1047,849,1001,17.442133286881184,30.661585012210015,15.44,20.384615384615383,5,4
0.1047,765,977,16.49076593581857,31.494166321601103,13.130434782608695,20.44,5,3
0.1153,892,1007,11.876377091299952,30.50647322662739,17.363636363636363,20.08,6,3
0.1153,819,1006,20.33680742296919,30.261527921901784,13.826086956521738,20.625,6,4
0.1153,573,1003,23.34357142857143,31.22306874045035,4.933333333333334,19.56,5,4
0.1153,823,1032,18.39635937839788,31.333182584160845,13.695652173913043,20.115384615384617,7,4
0.1153,562,1007,13.273852813852816,30.9934766216792,3.875,19.26923076923077,6,3
0.1153,561,1011,13.665303030303031,30.145507011859518,4.5,20.833333333333332,5,4
0.1153,810,1012,17.922649546736984,31.615904256803127,12.75,19.23076923076923,5,4
0.1153,562,1007,13.91409090909091,30.094060510667667,3.8125,19.23076923076923,8,4
0.1153,886,1003,12.890032930134549,32.15784304048549,16.391304347826086,19.84,6,4
0.1153,749,990,16.866628751365592,32.619284326784324,11.761904761904763,19.0,3,3
0.1153,723,994,7.467803030303031,30.496064827933232,12.277777777777779,19.36,3,3
0.1153,805,986,17.41719745736576,29.421479643480815,12.2,18.307692307692307,5,4
0.1153,853,982,18.098271001500407,29.557496469402498,15.173913043478262,18.92,6,4
0.1153,844,1028,12.743397776114495,30.05424143272369,14.125,19.73076923076923,10,4
0.1153,554,974,10.3325,33.28485910153231,3.7142857142857144,18.24,5,4
0.1153,991,1021,15.597248138196411,32.08627368712087,19.12,19.26923076923077,8,4
0.1153,804,993,17.946915113871633,30.992534398297437,12.458333333333334,19.4,6,4
0.1153,565,984,19.48952380952381,30.40967251237413,3.5789473684210527,18.8,5,4
0.1153,982,979,18.628751585332232,30.562053899115604,19.04,19.0,5,4
0.1153,820,1022,21.730196521744507,31.549280121676865,12.8,19.96153846153846,6,4
0.1258,633,1050,10.79452380952381,31.156304856134575,5.111111111111111,19.56,5,4
0.1258,906,1031,17.928415840431967,31.522321423478267,15.954545454545455,19.32,7,4
0.1258,1081,1081,10.45141040621387,32.41267046185779,22.166666666666668,21.08,5,3
0.1258,777,1037,17.29374759451075,31.08606332401886,10.26086956521739,19.28,7,3
0.1258,902,1068,13.002003981728516,30.3546302057611,14.791666666666666,20.28,6,3
0.1258,994,1021,11.821167192196263,30.42804569964026,17.8,18.56,7,4
0.1258,615,1027,21.43619047619048,31.918826203113127,4.4375,19.12,6,3
0.1258,654,989,19.34095238095238,30.223031968031968,4.954545454545454,16.73076923076923,6,3
0.1258,843,1034,19.54445649994585,31.149384211957624,11.84,18.88,5,4
0.1258,1011,1084,18.556150338235717,30.585540357021085,19.0,21.12,6,3
0.1258,795,1007,21.69355311355311,32.09871610193785,11.318181818181818,18.12,7,4
0.1258,814,1024,18.582999452654626,30.029568372311058,12.0,20.47826086956522,6,4
0.1258,905,1055,17.311062673857,29.618729154196085,15.391304347826088,19.26923076923077,7,4
0.1258,626,1013,12.781785714285714,30.749687209720104,5.928571428571429,18.32,6,4
0.1258,866,1019,17.6307524346998,31.08791079746512,13.565217391304348,17.807692307692307,7,4
0.1258,619,1028,21.754166666666666,31.477398781027812,3.85,18.88,7,3
0.1258,659,1029,26.506031746031745,30.40220613365213,5.5,20.652173913043477,11,4
0.1258,872,1049,9.287310706602602,31.48593997862369,14.26086956521739,19.8,4,4
0.1258,776,1030,13.66455280830281,30.69876084876085,10.80952380952381,20.083333333333332,7,3
0.1258,923,1043,20.92303462055186,30.390288750794202,14.8,19.36,8,4
0.1363,675,1061,23.447142857142858,30.857105193428726,4.578947368421052,19.583333333333332,6,4
0.1363,835,1063,22.92203574203574,32.115484090621734,11.318181818181818,18.76,7,4
0.1363,770,1085,16.96133658008658,31.611130116934977,8.95,19.56,8,4
0.1363,855,1061,21.717376241405656,31.464539173245054,12.0,18.72,6,4
0.1363,1034,1101,16.98412964379843,29.381987658942485,19.217391304347824,20.24,6,4
0.1363,1006,1073,17.76233837205704,29.5487324634755,17.375,18.96,6,3
0.1363,808,1107,14.728504351685467,31.160194153319672,10.136363636363637,19.53846153846154,6,4
0.1363,1054,1112,13.030570238531496,31.289340974558847,19.208333333333332,20.76,10,4
0.1363,980,1068,10.030388959699305,30.651337778666413,15.038461538461538,19.12,5,4
0.1363,960,1070,12.884409510080564,32.11299016968917,16.727272727272727,18.8,6,4
0.1363,900,1084,15.885949862494485,30.90311111068299,12.708333333333334,19.48,6,4
0.1363,833,1055,17.5950545656428,31.750819447558577,10.521739130434783,18.32,3,4
0.1363,844,1059,14.77182161843055,30.027594355132116,12.095238095238095,18.56,5,3
0.1363,849,1051,15.362548174048175,30.50582788671024,12.85,18.08,6,3
0.1363,841,1093,18.435923046251993,30.787570736633803,11.363636363636363,19.44,3,4
0.1363,967,1047,17.747881152663762,31.256638113391904,15.333333333333334,19.0,8,4
0.1363,663,1050,19.062063492063494,30.86937631414707,4.625,18.4,6,4
0.1363,655,1083,15.672777777777776,31.5239001286119,3.8947368421052633,19.56,7,3
0.1363,712,1091,30.171666666666663,30.39320236488657,5.809523809523809,19.26923076923077,7,3
0.1363,657,1108,10.463964646464646,30.261968004390365,5.615384615384615,20.64,6,4
0.1468,714,1079,16.867738095238096,32.0176250147217,5.666666666666667,17.03846153846154,10,3
0.1468,693,1158,19.515151515151512,30.946396691066166,4.785714285714286,20.0,4,4
0.1468,992,1123,10.042231552760963,31.302381454895688,14.56,19.52,6,4
0.1468,1146,1107,19.384022623215223,31.037275384058667,20.32,19.125,2,3
0.1468,864,1104,17.78136002886003,30.88005486971022,10.952380952380953,19.541666666666668,4,4
0.1468,865,1103,17.920128635983897,30.77988139685909,11.238095238095237,18.23076923076923,6,3
0.1468,883,1111,20.17346992308629,32.079102345553785,10.521739130434783,19.708333333333332,5,4
0.1468,1020,1132,18.66587502008448,31.635987075926096,16.041666666666668,19.6,10,4
0.1468,895,1102,9.089498665169579,32.85501769307158,11.681818181818182,18.6,7,4
0.1468,1043,1102,10.848115551452256,29.138208815055457,16.08,18.6,6,3
0.1468,848,1090,17.243556330001343,30.837843489843493,9.727272727272727,17.384615384615383,3,4
0.1468,692,1104,12.124365079365079,31.141588434856622,5.0,18.76,5,4
0.1468,1131,1101,16.790836948415734,30.91513100312589,20.04,18.153846153846153,8,4
0.1468,908,1090,20.228234207313154,30.87804992173838,12.217391304347826,17.46153846153846,6,3
0.1468,958,1096,13.459251657066204,30.351782078485307,14.727272727272727,17.76923076923077,8,4
0.1468,992,1099,13.980064935064936,31.91263413187882,15.521739130434783,17.96153846153846,6,4
0.1468,910,1124,19.58680909733541,30.404104523353492,11.708333333333334,18.73076923076923,7,4
0.1468,1187,1089,16.299381969416295,33.25570006382507,21.6,18.28,9,4
0.1468,739,1060,25.511904761904763,30.806348280300313,5.045454545454546,17.958333333333332,8,3
0.1468,1154,1121,16.834458495286224,31.080059274059277,19.96153846153846,19.04,9,3
0.1574,938,1167,24.835364959114962,30.739058670947212,10.958333333333334,20.0,6,4
0.1574,935,1129,19.86006483325756,30.580254732993858,11.26086956521739,18.75,6,3
0.1574,933,1141,13.940392808945441,32.09002980652531,12.6,18.48,6,4
0.1574,918,1135,21.564269480519478,29.078047592504117,10.652173913043478,18.958333333333332,5,4
0.1574,1194,1120,10.174342035027152,32.28020265310482,20.36,17.6,4,4
0.1574,952,1107,22.808156916612795,29.64782279203761,11.708333333333334,17.12,5,3
0.1574,897,1152,11.993484233158146,31.164595717786387,10.181818181818182,18.76,5,3
0.1574,680,1132,7.1416666666666675,31.12219245826114,1.6666666666666667,17.88,4,4
0.1574,933,1107,24.55633138103726,32.01822641399514,11.041666666666666,17.16,7,4
0.1574,1045,1159,19.71208978611059,31.243563581292495,15.583333333333334,18.615384615384617,4,3
0.1574,768,1136,20.666666666666668,30.375026434293677,5.105263157894737,18.2,7,4
0.1574,881,1112,17.695666555666556,31.00438371633042,9.857142857142858,17.4,3,3
0.1574,900,1136,19.158066891828504,30.706147956618548,10.363636363636363,18.24,5,4
0.1574,1026,1135,12.419908110271015,29.72667057725075,15.217391304347826,18.24,8,4
0.1574,889,1116,21.69754805136384,30.49201270094908,10.9,16.923076923076923,6,4
0.1574,925,1093,15.94665695271884,30.511286866155285,11.857142857142858,16.68,7,3
0.1574,1131,1126,14.374684265010353,31.861874349374354,19.0,18.08,7,4
0.1574,1099,1138,16.44676889353669,30.575526179921418,18.217391304347824,18.68,6,4
0.1574,1007,1142,16.42618399400657,30.03522430806073,14.391304347826088,19.291666666666668,5,3
0.1574,1030,1134,12.996807983150694,31.136926493605557,14.24,17.615384615384617,5,3
0.1679,1128,1162,15.199910454870206,29.981952508276038,16.916666666666668,17.56,9,3
0.1679,975,1137,19.288080489771666,29.922635387077623,10.75,17.375,9,4
0.1679,1136,1162,16.077416295756116,30.52862465818106,16.76,17.48,10,3
0.1679,1174,1147,16.156323905313226,31.15817163103036,18.875,16.92,7,4
0.1679,1008,1175,12.457914651292672,31.5904188107644,13.090909090909092,17.6,6,3
0.1679,974,1157,19.25717741935484,30.827259848708128,11.217391304347826,17.36,7,3
0.1679,916,1192,15.212588383838384,30.14043947502566,8.772727272727273,18.92,8,4
0.1679,1096,1176,17.409521169078296,30.509745437107647,16.26086956521739,17.92,7,4
0.1679,920,1179,12.841497113997113,32.46740404914094,9.714285714285714,18.36,6,4
0.1679,984,1136,12.709263546910606,29.883330210896776,13.45,15.923076923076923,8,4
0.1679,926,1195,17.959992567818652,32.677551568314726,9.681818181818182,20.391304347826086,5,3
0.1679,1020,1183,20.774047241269187,31.11988726951244,13.217391304347826,18.56,7,4
0.1679,768,1157,19.49,30.607001326311966,3.8666666666666667,17.708333333333332,5,3
0.1679,1066,1176,20.19139755498487,30.891152589240825,15.26086956521739,17.53846153846154,6,4
0.1679,1046,1135,16.996115157762922,30.130389309764308,14.304347826086957,16.68,5,4
0.1679,973,1178,20.337465633781424,30.131540875839914,10.541666666666666,18.75,7,3
0.1679,1395,1173,15.39193180647462,29.360577436180375,26.68,18.458333333333332,7,3
0.1679,1192,1142,10.920222385826568,31.55766936766937,19.333333333333332,17.416666666666668,6,4
0.1679,940,1158,16.390391941391943,30.62740600685987,11.0,17.76,4,3
0.1679,976,1160,19.71218462823726,32.783576734360096,11.347826086956522,17.64,7,3
0.1784,1148,1188,15.960768124554303,30.093162252164813,16.869565217391305,16.72,5,3
0.1784,1296,1215,15.055546502224749,30.33907192340152,21.16,17.72,7,3
0.1784,1024,1193,15.70710430270213,30.549264772375714,11.954545454545455,17.24,6,3
0.1784,1060,1196,14.600045714163363,30.41645954145954,13.08695652173913,17.24,7,3
0.1784,1027,1224,14.925004916136496,30.375825116226657,12.181818181818182,18.24,4,3
0.1784,904,1249,21.710476190476193,31.307936867054515,5.75,19.32,9,4
0.1784,1171,1244,17.615898818191724,31.204086173645,17.083333333333332,18.8,6,3
0.1784,1133,1214,15.80606618237116,31.296253344356792,15.826086956521738,18.708333333333332,9,4
0.1784,982,1200,21.651283321941218,30.92544356538602,10.80952380952381,17.958333333333332,8,3
0.1784,1225,1178,17.700915318373525,31.3022435724862,18.791666666666668,17.125,6,3
0.1784,1186,1180,19.278743572732736,31.62984592017047,17.24,17.416666666666668,6,4
