decay_rate,infec_list_FB,infec_list_BA,early_deg_FB,early_deg_BA,speed_list_FB,speed_list_BA
0.0521,152,275,32.82762626262626,42.575,5.7,8.615384615384615
0.0521,162,197,25.051984126984127,46.19571428571429,5.809523809523809,5.76
0.0521,287,258,22.447117261823145,40.07,11.045454545454545,7.846153846153846
0.0521,243,349,16.291857864357862,43.56861111111111,9.476190476190476,10.74074074074074
0.0521,281,361,16.561488095238097,33.56599206349206,10.863636363636363,11.846153846153847
0.0521,79,460,13.453333333333333,39.92904428904429,3.6,15.26923076923077
0.0521,319,238,20.946329610791686,34.9925,11.91304347826087,7.153846153846154
0.0521,288,359,25.486070114096428,42.18402708402708,11.333333333333334,10.962962962962964
0.0521,153,239,22.571268315018315,38.016666666666666,6.444444444444445,7.038461538461538
0.0521,248,211,10.67279761904762,38.055,9.454545454545455,6.076923076923077
0.0521,69,264,10.675,36.79047619047619,2.3076923076923075,7.653846153846154
0.0521,191,381,8.773453507277036,36.189682539682536,9.3125,12.185185185185185
0.0521,167,316,25.546746031746032,40.28063492063492,5.9523809523809526,9.777777777777779
0.0521,237,375,9.770927871148459,43.194249639249634,10.277777777777779,11.962962962962964
0.0521,169,363,30.321205738705736,39.777676767676766,7.055555555555555,11.444444444444445
0.0521,271,394,18.99130036630037,35.90797258297258,9.458333333333334,12.62962962962963
0.0521,345,418,23.817933397441912,39.671507936507936,12.08,13.296296296296296
0.0521,179,314,8.811112637362637,42.07904761904762,7.315789473684211,9.96
0.0521,156,487,33.49527056277056,55.60009115927072,6.5,16.423076923076923
0.0521,242,298,10.337844611528823,36.623690476190475,10.1,8.962962962962964
0.0626,258,242,26.741746031746032,37.733333333333334,10.045454545454545,7.346153846153846
0.0626,288,398,16.606831433530353,34.76827838827838,10.521739130434783,13.0
0.0626,180,273,7.680941558441559,42.91468559218559,9.2,8.73076923076923
0.0626,239,314,11.498285403680141,44.900357142857146,10.578947368421053,10.115384615384615
0.0626,185,429,8.118291708291709,45.89919639184345,8.0,13.666666666666666
0.0626,277,214,19.287867712353005,33.41333333333334,10.5,6.230769230769231
0.0626,157,371,29.014747899159666,45.78121212121213,7.0,12.037037037037036
0.0626,87,186,35.333333333333336,39.50833333333333,2.5789473684210527,5.269230769230769
0.0626,454,410,16.87407082133553,43.468374958374966,17.73913043478261,13.384615384615385
0.0626,275,384,21.79601398601399,34.918888464476694,10.043478260869565,12.653846153846153
0.0626,269,413,19.105460927960927,40.720524042950515,10.136363636363637,13.222222222222221
0.0626,215,376,19.590142496392495,42.21690476190476,7.909090909090909,11.88888888888889
0.0626,250,223,11.045842490842492,32.05055555555556,10.0,6.518518518518518
0.0626,166,367,33.1718253968254,48.05818625818626,6.684210526315789,12.0
0.0626,251,298,18.93068459318459,36.1515873015873,8.75,9.185185185185185
0.0626,94,290,13.304166666666665,34.62678571428571,3.4375,8.846153846153847
0.0626,289,381,20.687632694103282,44.03843156843156,10.608695652173912,12.333333333333334
0.0626,281,197,18.097049836128782,38.233333333333334,10.08695652173913,5.769230769230769
0.0626,231,304,11.842091877420824,63.68160173160173,8.681818181818182,9.923076923076923
0.0626,319,209,21.416910330699196,30.364285714285717,11.416666666666666,6.0
0.0732,289,286,18.27314506099336,40.610219502719495,10.217391304347826,9.307692307692308
0.0732,309,354,18.93318372803667,45.610453055716214,10.8,11.481481481481481
0.0732,68,366,36.25666666666667,34.63898518148518,2.2857142857142856,11.846153846153847
0.0732,258,251,20.172528998778997,40.25416666666666,9.26086956521739,7.703703703703703
0.0732,147,295,32.12067932067932,34.4725,8.076923076923077,9.384615384615385
0.0732,211,287,10.886693175245806,40.28460317460317,8.947368421052632,8.846153846153847
0.0732,236,335,20.07713033698328,35.2565478965479,9.095238095238095,10.73076923076923
0.0732,150,307,26.89844155844156,34.09888528138528,6.222222222222222,9.777777777777779
0.0732,175,386,8.662887667887668,43.782597818847826,8.5,12.73076923076923
0.0732,209,175,17.244805194805195,39.43333333333333,7.904761904761905,5.083333333333333
0.0732,252,326,16.294961763382815,39.078506493506495,8.91304347826087,10.8
0.0732,410,367,22.325143481103233,36.473601398601396,15.565217391304348,11.846153846153847
0.0732,138,368,21.151623931623934,39.95185425685426,6.928571428571429,12.307692307692308
0.0732,324,417,20.70459817959818,41.41145021645022,11.708333333333334,13.76923076923077
0.0732,179,318,7.756757730760289,39.20892857142857,8.75,10.384615384615385
0.0732,246,304,17.06004329004329,42.27559523809524,8.24,9.692307692307692
0.0732,229,244,14.344444444444445,38.788333333333334,8.043478260869565,7.28
0.0732,236,284,24.539017094017094,41.78373015873016,9.75,9.2
0.0732,65,208,11.371428571428572,31.164285714285718,3.8333333333333335,6.423076923076923
0.0732,65,197,11.338333333333333,38.46666666666666,3.375,5.923076923076923
0.0837,275,181,22.90004598342834,36.32333333333333,10.952380952380953,5.64
0.0837,256,209,17.20613384895119,39.89920634920635,9.0,6.346153846153846
0.0837,144,334,25.83064935064935,51.32693362193362,7.0,11.04
0.0837,277,154,24.165330225330226,37.85,10.347826086956522,4.48
0.0837,211,265,16.338673826173824,36.22343434343435,9.444444444444445,8.11111111111111
0.0837,89,457,12.177380952380952,39.709137959563655,3.5714285714285716,14.88888888888889
0.0837,230,287,10.169469137673474,43.59366161616161,9.4,9.115384615384615
0.0837,159,293,17.924642857142857,37.731944444444444,5.2727272727272725,9.26923076923077
0.0837,181,226,6.676798201798202,40.10769841269841,7.833333333333333,6.730769230769231
0.0837,216,265,15.837349039849041,42.68536297036297,8.238095238095237,8.72
0.0837,274,245,21.264223801560757,37.736666666666665,9.956521739130435,7.68
0.0837,215,181,19.194371045621047,49.16388888888889,8.380952380952381,5.52
0.0837,142,314,23.90654761904762,40.02440476190476,5.421052631578948,9.653846153846153
0.0837,250,210,22.812514430014424,45.31007936507937,9.227272727272727,6.875
0.0837,384,280,14.37093102843103,55.118333333333325,15.409090909090908,9.076923076923077
0.0837,236,136,10.066800816142921,49.11309523809524,8.347826086956522,3.7916666666666665
0.0837,235,247,19.13121878121878,40.343333333333334,9.285714285714286,7.538461538461538
0.0837,141,367,30.300739538239544,44.265209235209234,6.0588235294117645,11.807692307692308
0.0837,139,179,28.571263736263738,31.575,7.071428571428571,5.4
0.0837,142,132,25.512373737373736,25.26,5.823529411764706,3.625
0.0942,223,211,20.141119625988047,38.44777777777778,9.368421052631579,6.833333333333333
0.0942,205,318,22.13077797202797,38.295703463203466,7.545454545454546,10.222222222222221
0.0942,185,190,7.758244255744256,43.81666666666667,9.533333333333333,5.653846153846154
0.0942,72,359,20.165238095238095,39.288062770562775,3.1,11.923076923076923
0.0942,140,185,18.05491452991453,42.24761904761905,5.611111111111111,5.52
0.0942,132,405,20.51012987012987,38.539753016591256,5.875,13.307692307692308
0.0942,159,153,28.74260822510822,37.561190476190475,5.9,4.291666666666667
0.0942,208,195,23.253760822510824,46.58214285714286,7.857142857142857,5.875
0.0942,209,292,18.649128045157457,44.75083333333333,8.142857142857142,9.36
0.0942,257,291,19.557994864612514,38.52746031746032,10.65,9.307692307692308
0.0942,175,319,8.677591036414565,39.268910533910535,9.571428571428571,10.23076923076923
0.0942,453,351,13.74549095607235,39.41679320679321,16.52,11.461538461538462
0.0942,215,370,22.453980463980464,38.609226933197526,7.7727272727272725,12.346153846153847
0.0942,137,75,30.242301587301586,31.68333333333333,5.882352941176471,1.9
0.0942,90,367,16.705,46.722131202131195,3.7857142857142856,11.923076923076923
0.0942,279,237,20.887987522281637,44.40584415584415,10.952380952380953,6.884615384615385
0.0942,244,323,24.5117479238579,54.691706349206356,10.05,10.884615384615385
0.0942,63,356,12.22,41.305793789543785,3.125,12.04
0.0942,231,201,25.401912254412256,48.69166666666667,9.789473684210526,5.72
0.0942,219,189,24.846286809595632,38.30833333333334,8.8,5.730769230769231
0.1047,162,195,8.044898989898991,40.73833333333334,8.571428571428571,6.25
0.1047,195,164,10.86042735042735,32.63857142857143,8.105263157894736,4.708333333333333
0.1047,199,104,11.2166686418157,38.25833333333334,7.380952380952381,2.9545454545454546
0.1047,200,175,18.971525974025976,39.608333333333334,8.368421052631579,5.115384615384615
0.1047,254,276,23.192194570135747,39.3029254079254,9.217391304347826,8.807692307692308
0.1047,242,45,20.509242424242423,26.2,8.652173913043478,1.0
0.1047,238,223,23.15094650963072,50.081428571428575,9.380952380952381,7.25
0.1047,127,80,22.113882783882786,31.939999999999998,5.294117647058823,1.9523809523809523
0.1047,179,270,18.23518170426065,38.89547258297258,6.761904761904762,8.73076923076923
0.1047,247,108,17.67193400167084,26.35,9.857142857142858,3.0952380952380953
0.1047,241,85,23.086531954887214,23.433333333333334,8.863636363636363,2.2
0.1047,275,165,10.854464985994397,46.13928571428572,10.714285714285714,4.708333333333333
0.1047,81,175,14.495714285714286,42.05357142857143,3.6666666666666665,5.32
0.1047,144,244,37.735454545454544,39.05146825396825,5.35,7.96
0.1047,209,166,9.677175324675323,39.50916666666667,8.5,4.958333333333333
0.1047,54,313,6.888333333333333,37.093346930846934,2.6,10.076923076923077
0.1047,118,342,26.358122710622705,39.04344155844156,5.642857142857143,11.916666666666666
0.1047,214,167,17.36099640125956,40.08333333333333,8.65,4.84
0.1047,203,250,11.509712232212232,44.6427380952381,8.526315789473685,8.5
0.1047,263,194,20.165959235209236,32.719166666666666,10.95,6.2
0.1153,37,233,10.566666666666666,34.10476190476191,0.0,7.44
0.1153,210,160,16.59489316239316,38.01833333333333,7.904761904761905,4.913043478260869
0.1153,147,139,7.739760257858085,40.435,7.466666666666667,4.130434782608695
0.1153,161,182,7.427896825396826,51.21181818181818,7.352941176470588,6.0
0.1153,170,303,15.021527777777777,39.3480439005439,7.111111111111111,10.115384615384615
0.1153,236,168,26.93212311080732,34.348333333333336,8.863636363636363,5.434782608695652
0.1153,154,106,7.063571428571429,35.254999999999995,7.0625,3.142857142857143
0.1153,60,187,48.71666666666666,43.445,1.6666666666666667,5.956521739130435
0.1153,215,180,19.4379212290977,45.180793650793646,7.7727272727272725,5.4
0.1153,57,115,14.491666666666665,36.50333333333333,3.0,3.380952380952381
0.1153,236,213,19.498177933177935,38.20357142857143,10.0,6.64
0.1153,124,118,24.18518231768232,30.433333333333337,6.666666666666667,3.5
0.1153,217,239,13.851441102756894,35.072500000000005,8.476190476190476,7.8
0.1153,192,149,11.969368686868687,39.925000000000004,7.947368421052632,4.863636363636363
0.1153,90,219,9.993333333333334,41.97472222222221,5.2,7.16
0.1153,194,41,10.913850593850594,15.45,8.0,0.5
0.1153,227,149,25.721805555555555,33.37738095238095,8.590909090909092,4.25
0.1153,126,237,26.049285714285713,37.744038461538466,5.5,7.75
0.1153,122,389,33.92579365079365,39.856217263129025,5.666666666666667,13.28
0.1153,220,90,21.67431471306471,31.35833333333333,8.714285714285714,2.55
0.1258,96,258,17.47,41.292752525252524,4.916666666666667,8.36
0.1258,121,158,23.29219696969697,35.105000000000004,4.666666666666667,4.791666666666667
0.1258,130,129,20.880277777777778,40.326190476190476,5.75,3.6666666666666665
0.1258,68,114,11.192976190476191,47.47380952380952,4.571428571428571,3.090909090909091
0.1258,154,169,9.092600250626566,39.199999999999996,8.384615384615385,5.333333333333333
0.1258,125,61,29.931944444444447,33.65,6.6923076923076925,1.5625
0.1258,220,188,18.764603989062195,57.28777777777778,8.666666666666666,5.6
0.1258,196,131,8.977539682539682,33.31666666666667,8.157894736842104,3.8181818181818183
0.1258,83,143,10.824047619047619,51.529999999999994,4.5,4.590909090909091
0.1258,188,174,22.900757575757574,40.605000000000004,8.588235294117647,5.590909090909091
0.1258,108,261,28.507352092352097,44.913261183261184,5.583333333333333,9.083333333333334
0.1258,120,160,23.572943722943723,44.08333333333333,6.153846153846154,5.130434782608695
0.1258,217,185,11.030129227497648,33.053636363636365,10.411764705882353,5.48
0.1258,180,69,9.75480158730159,28.725,7.944444444444445,1.7777777777777777
0.1258,258,249,21.316277186865427,37.66089743589743,9.818181818181818,8.16
0.1258,190,191,22.39489002011061,38.34904761904762,8.277777777777779,6.291666666666667
0.1258,186,163,9.976798245614034,36.99333333333333,7.526315789473684,5.217391304347826
0.1258,227,126,19.15106227106227,31.93333333333333,9.631578947368421,3.5652173913043477
0.1258,148,294,8.6893198304963,37.43386474636474,7.428571428571429,9.72
0.1258,187,117,10.405286935286934,35.155,8.11111111111111,3.5
0.1363,149,76,6.646371406371406,20.325,8.461538461538462,1.9473684210526316
0.1363,216,77,17.77997252747253,44.675,6.791666666666667,2.0
0.1363,185,83,18.96196248196248,40.0,8.529411764705882,2.1
0.1363,187,103,9.528049904172196,31.23333333333333,8.222222222222221,2.9523809523809526
0.1363,176,146,17.591825236167345,47.535,7.368421052631579,4.608695652173913
0.1363,189,80,16.434562643239115,32.94166666666666,8.647058823529411,2.210526315789474
0.1363,214,175,18.236806526806525,46.30059523809524,9.333333333333334,5.708333333333333
0.1363,106,108,28.35411616161616,46.976666666666674,5.181818181818182,3.25
0.1363,205,140,21.086071428571426,36.095238095238095,8.35,4.090909090909091
0.1363,200,256,25.2144116994117,47.44795815295815,8.421052631578947,8.64
0.1363,101,198,20.113636363636367,47.228809523809524,4.846153846153846,6.434782608695652
0.1363,189,116,10.392144522144523,41.96333333333333,8.11111111111111,3.5238095238095237
0.1363,218,80,25.281650539003483,29.65833333333334,9.157894736842104,2.15
0.1363,116,228,23.723030303030303,36.81630952380952,4.8,7.28
0.1363,111,117,45.554365079365084,40.391666666666666,4.785714285714286,3.1666666666666665
0.1363,208,229,22.26583152958153,42.75261904761905,8.5,7.791666666666667
0.1363,250,132,23.09049295475766,43.64,9.761904761904763,4.043478260869565
0.1363,184,48,9.755027151211362,22.1,8.0,0.6666666666666666
0.1363,176,141,19.566910866910867,40.20166666666667,6.85,4.043478260869565
0.1363,129,145,19.66734126984127,36.62928571428572,5.625,4.5
0.1468,206,36,21.566230158730157,21.9,8.047619047619047,0.0
0.1468,166,94,9.505768398268398,35.88333333333333,6.473684210526316,2.6666666666666665
0.1468,203,178,11.002070239701819,45.25666666666667,9.470588235294118,5.869565217391305
0.1468,178,209,8.546666666666665,38.95299783549784,9.0,6.75
0.1468,177,167,18.168235930735932,32.37619047619047,7.722222222222222,5.304347826086956
0.1468,246,86,19.013052817065976,33.125,9.409090909090908,2.5555555555555554
0.1468,106,125,17.631153846153843,41.75761904761905,4.733333333333333,3.782608695652174
0.1468,193,54,20.57381673881674,30.65,8.333333333333334,1.1428571428571428
0.1468,115,172,33.56115800865801,57.05357142857143,5.5,5.6521739130434785
0.1468,207,84,18.802622487161962,42.766666666666666,9.166666666666666,2.1
0.1468,216,28,25.065261923748764,12.0,9.722222222222221,0.0
0.1468,68,95,10.195,37.59166666666666,1.9333333333333333,2.8
0.1468,63,86,16.511666666666667,31.95,3.5714285714285716,2.6470588235294117
0.1468,190,113,16.631430481283424,60.373333333333335,7.190476190476191,3.45
0.1468,50,94,49.0,34.81666666666666,3.0,2.347826086956522
0.1468,45,94,11.263333333333334,36.53666666666667,3.0,2.409090909090909
0.1468,151,186,7.238645126803023,46.727222222222224,7.714285714285714,6.090909090909091
0.1468,209,115,21.409025974025973,32.713333333333324,8.0,3.1904761904761907
0.1468,172,126,17.323071928071926,47.66904761904762,6.7894736842105265,4.0476190476190474
0.1468,129,157,22.87225108225108,50.273333333333326,5.625,5.181818181818182
0.1574,194,208,19.66405971479501,36.19568681318681,9.4375,7.304347826086956
0.1574,205,119,20.167397186147184,25.532142857142855,8.736842105263158,3.4545454545454546
0.1574,191,68,12.310474276363022,35.550000000000004,8.38888888888889,1.8666666666666667
0.1574,145,53,6.8387983911513315,24.9,8.076923076923077,1.1818181818181819
0.1574,198,214,20.690912698412696,50.47234848484849,7.428571428571429,7.0
0.1574,105,115,35.20825396825397,52.8,6.181818181818182,3.888888888888889
0.1574,103,139,23.820183150183148,37.695,5.416666666666667,4.857142857142857
0.1574,203,145,18.224341736694676,45.94444444444444,8.25,4.636363636363637
0.1574,154,61,19.795824175824173,27.76666666666667,7.0625,1.5
0.1574,141,175,6.256501831501831,45.09027777777778,7.357142857142857,5.913043478260869
0.1574,167,58,9.114619218500797,40.13333333333333,7.055555555555555,1.7692307692307692
0.1574,147,172,7.830856227106227,43.147121212121206,7.714285714285714,5.695652173913044
0.1574,218,89,22.518274976657327,37.49166666666666,8.7,2.55
0.1574,149,125,7.307726301476302,54.986666666666665,7.928571428571429,3.739130434782609
0.1574,160,104,18.2475,34.61666666666667,6.05,2.9523809523809526
0.1574,130,200,5.832720057720058,39.491190476190475,8.181818181818182,6.521739130434782
0.1574,71,172,9.649999999999999,39.69880952380952,3.75,5.739130434782608
0.1574,178,162,9.57428894634777,39.41642857142857,6.571428571428571,5.2727272727272725
0.1574,192,230,24.39781897926635,39.42977272727272,8.105263157894736,7.708333333333333
0.1574,135,260,6.044576967150496,41.61505161505161,7.615384615384615,9.26086956521739
0.1679,180,72,21.00498217468806,27.633333333333336,8.352941176470589,1.8
0.1679,192,96,17.93573422191843,40.96666666666667,8.052631578947368,3.0
0.1679,166,97,16.74986013986014,30.166666666666668,7.8125,2.8947368421052633
0.1679,102,179,38.354413919413915,38.81537878787879,4.571428571428571,5.791666666666667
0.1679,178,80,17.960976800976802,42.16666666666667,8.117647058823529,2.5294117647058822
0.1679,180,213,10.535952380952383,38.06005772005771,8.235294117647058,7.521739130434782
0.1679,172,105,17.652911532911535,40.72166666666667,7.052631578947368,2.9545454545454546
0.1679,72,51,11.116666666666665,40.3,3.2,1.2727272727272727
0.1679,183,76,10.665606060606061,32.46666666666667,8.588235294117647,2.176470588235294
0.1679,196,199,16.824412127727346,36.837777777777774,8.555555555555555,6.869565217391305
0.1679,109,96,28.789444444444445,41.16333333333334,5.615384615384615,2.7142857142857144
0.1679,60,126,9.247777777777777,42.32214285714286,5.75,3.6666666666666665
0.1679,210,197,19.006400682650685,44.61686507936508,8.047619047619047,6.434782608695652
0.1679,114,105,25.805487012987015,42.983333333333334,4.866666666666666,3.3157894736842106
0.1679,98,146,34.431666666666665,48.55559523809524,4.214285714285714,4.761904761904762
0.1679,134,37,6.875255332902393,16.2,7.916666666666667,0.5
0.1679,114,141,35.3401282051282,40.83416666666666,5.428571428571429,4.5
0.1679,146,150,11.178459383753502,52.98190476190475,7.642857142857143,4.954545454545454
0.1679,134,183,7.391519607843138,46.233809523809526,7.666666666666667,6.043478260869565
0.1679,116,115,27.064646464646465,43.04190476190476,6.166666666666667,3.5714285714285716
0.1784,179,58,15.574339826839829,29.28333333333334,7.882352941176471,1.8333333333333333
0.1784,89,55,21.987121212121213,21.21666666666667,4.909090909090909,1.3333333333333333
0.1784,201,124,29.762598899208808,37.833333333333336,9.0,3.772727272727273
0.1784,37,122,3.6875,41.075,0.0,3.3181818181818183
0.1784,172,126,17.942995925642986,36.663333333333334,7.764705882352941,4.0
0.1784,178,217,16.54108735467431,44.71362914862915,7.444444444444445,7.521739130434782
0.1784,193,112,16.23960317460317,48.45666666666666,8.444444444444445,3.8421052631578947
0.1784,101,83,23.960952380952378,41.633333333333326,3.9375,2.1052631578947367
0.1784,162,115,14.39941724941725,37.733333333333334,6.888888888888889,3.5238095238095237
0.1784,71,32,13.60309523809524,16.0,3.75,0.0
0.1784,187,59,18.541349206349206,15.23333333333333,7.25,1.4375
0.1784,152,50,22.3818010936432,29.793333333333333,7.2,1.7142857142857142
0.1784,144,92,8.028903253609137,30.96666666666667,8.5,2.7222222222222223
0.1784,125,152,24.636349206349205,39.678730158730154,5.235294117647059,5.045454545454546
0.1784,192,102,24.04915584415584,41.318888888888885,8.105263157894736,2.6818181818181817
0.1784,102,82,31.087063492063493,31.116666666666664,5.7272727272727275,2.3333333333333335
0.1784,106,95,34.46050505050504,43.27499999999999,6.090909090909091,2.6
0.1784,190,156,23.21385101010101,39.59142857142857,8.764705882352942,5.318181818181818
0.1784,172,73,14.88302764486975,49.95,7.705882352941177,1.5789473684210527
0.1784,169,142,9.98212703962704,42.242380952380955,7.411764705882353,4.95
0.1889,39,87,41.65,38.01166666666667,0.5,2.5555555555555554
0.1889,104,153,34.09880952380952,37.25178571428571,6.4,5.2272727272727275
0.1889,188,198,21.090411255411254,47.830357142857146,7.4,6.583333333333333
0.1889,145,158,13.891450216450215,38.370555555555555,6.375,5.363636363636363
0.1889,185,117,14.208502477914243,41.55166666666666,7.888888888888889,4.2631578947368425
0.1889,48,169,8.058333333333334,34.782738095238095,3.3333333333333335,5.521739130434782
0.1889,224,60,21.635070028011206,25.883333333333336,8.619047619047619,1.3333333333333333
0.1889,172,41,15.923749999999998,24.6,7.333333333333333,0.8
0.1889,166,108,20.082261904761907,41.03333333333333,7.8125,3.45
0.1889,175,45,19.680091575091573,33.63333333333334,7.555555555555555,1.6
0.1889,82,41,25.489047619047618,26.883333333333336,4.3,1.6666666666666667
0.1889,137,106,17.933980463980465,32.66642857142857,7.3076923076923075,3.3157894736842106
0.1889,210,86,21.919349816849817,41.09166666666667,9.823529411764707,2.6470588235294117
0.1889,39,129,52.05,42.06619047619048,1.0,4.0
0.1889,179,131,24.368997157812945,46.858333333333334,7.05,4.333333333333333
0.1889,197,50,23.121875901875903,39.45,8.777777777777779,1.0
0.1889,53,149,11.365000000000002,43.21857142857142,3.5,4.416666666666667
0.1889,56,108,8.138333333333334,52.34595238095238,5.5,3.5789473684210527
0.1889,178,115,11.029660894660894,45.010555555555555,8.294117647058824,3.5714285714285716
