i,infec_list_FB,infec_list_BA,early_deg_FB,early_deg_BA,speed_list_FB,speed_list_BA,reach_list_FB,reach_list_BA
0.9211,132,177,22.666269841269845,41.36547619047619,5.105263157894737,5.04,4,6
0.9211,174,263,7.610659340659341,35.957878787878784,7.333333333333333,8.615384615384615,2,5
0.9211,139,123,26.426388888888887,35.27,5.315789473684211,3.4583333333333335,4,6
0.9211,192,86,10.9991341991342,15.25,7.947368421052632,1.9583333333333333,2,6
0.9211,227,135,10.639880952380953,39.586666666666666,8.666666666666666,3.68,6,6
0.9211,88,265,11.157380952380953,38.141111111111115,6.125,8.84,2,5
0.9211,74,81,11.516666666666666,27.51666666666667,4.857142857142857,1.8636363636363635,3,5
0.9211,192,273,18.30970630676513,38.55525974025974,7.4,8.96,3,5
0.9211,143,165,6.914850427350427,43.08571428571428,7.846153846153846,4.96,3,5
0.9211,80,97,6.466666666666667,46.6,4.444444444444445,2.6818181818181817,2,6
0.9211,202,77,19.285119047619048,31.689999999999998,8.31578947368421,1.95,4,6
0.9211,42,319,2.716666666666667,39.86904761904763,0.0,10.23076923076923,2,5
0.9211,187,186,11.656412337662339,40.031547619047615,7.526315789473684,5.833333333333333,4,6
0.9211,139,144,7.269343434343435,44.645,7.142857142857143,4.3478260869565215,2,6
0.9211,192,139,10.227445887445887,41.718333333333334,7.095238095238095,4.619047619047619,4,6
0.9211,201,109,18.668067632850242,36.43333333333333,8.421052631578947,3.238095238095238,2,6
0.9211,176,328,9.753965201465201,41.90605921855922,7.823529411764706,10.923076923076923,2,5
0.9211,224,204,9.41404872904873,62.492179487179484,8.85,6.08,5,6
0.9211,50,189,10.344999999999999,41.90674603174603,3.3333333333333335,5.75,3,7
0.9211,152,133,6.25970806970807,43.95333333333333,6.8125,4.2272727272727275,4,5
1.0263,81,185,13.38904761904762,36.61,2.9285714285714284,5.56,3,5
1.0263,182,130,29.117669552669554,35.205,6.714285714285714,3.75,6,5
1.0263,199,124,11.811842185592187,30.701666666666664,8.555555555555555,3.739130434782609,2,5
1.0263,64,165,9.873333333333331,36.74166666666666,4.142857142857143,4.84,2,6
1.0263,84,357,28.332142857142856,40.02254329004329,3.2857142857142856,11.423076923076923,6,5
1.0263,230,188,19.029657499363385,35.40833333333333,8.5,5.2,5,5
1.0263,225,334,10.372442002442002,41.62146464646465,8.80952380952381,11.16,3,5
1.0263,201,76,14.463627344877347,23.990000000000002,8.0,1.894736842105263,3,7
1.0263,120,231,24.237521367521367,42.02869047619048,5.642857142857143,7.32,2,6
1.0263,231,279,10.084603174603176,37.45881164587047,9.095238095238095,9.12,3,5
1.0263,141,284,26.850490196078432,46.4793253968254,6.1875,9.28,3,5
1.0263,281,220,25.321805555555553,46.44011904761905,10.80952380952381,6.916666666666667,4,7
1.0263,234,260,20.50053686083737,42.88297619047619,9.047619047619047,8.0,4,5
1.0263,245,115,20.365540212711267,28.633333333333333,9.80952380952381,3.217391304347826,4,5
1.0263,219,214,17.602433473389357,36.11904761904762,9.105263157894736,6.52,4,6
1.0263,188,101,23.86751400560224,27.366666666666664,6.7727272727272725,2.8181818181818183,4,5
1.0263,244,257,25.19252136752137,37.51619047619048,9.227272727272727,8.192307692307692,5,6
1.0263,99,244,13.036111111111111,38.49,4.0,7.84,5,5
1.0263,155,142,7.821869356134061,35.83,7.125,3.96,2,6
1.0263,206,210,17.57579365079365,37.56666666666667,8.05,6.56,4,5
1.1316,158,258,8.184036796536796,38.864615384615384,6.611111111111111,8.23076923076923,2,5
1.1316,220,280,16.829114452798667,37.25638167388167,8.714285714285714,8.807692307692308,3,5
1.1316,213,414,16.237124183006536,41.80130413703942,8.238095238095237,13.5,4,5
1.1316,185,331,7.375078624655285,41.64839105339105,7.526315789473684,10.923076923076923,3,5
1.1316,140,196,19.2172619047619,42.693333333333335,7.0,6.125,2,6
1.1316,217,322,10.636038748832865,40.53556277056277,8.7,10.576923076923077,2,6
1.1316,127,339,21.204632034632034,44.26126262626263,6.0,10.807692307692308,2,6
1.1316,251,233,21.947219632219635,35.323095238095235,9.904761904761905,7.6,4,7
1.1316,149,212,32.52601731601732,37.528571428571425,5.684210526315789,6.68,3,6
1.1316,257,302,19.58180821371611,38.58333333333333,9.909090909090908,9.384615384615385,4,5
1.1316,216,170,17.634371869960106,40.58809523809524,8.8,4.92,4,8
1.1316,133,320,27.439080086580084,40.41964285714286,7.583333333333333,10.307692307692308,2,5
1.1316,227,113,15.822507631257631,39.39,8.666666666666666,3.260869565217391,6,7
1.1316,219,228,17.187792207792207,38.59095238095238,9.368421052631579,7.36,4,6
1.1316,129,342,24.5252972027972,42.33452380952381,6.357142857142857,10.88888888888889,3,5
1.1316,241,226,18.405850734233088,36.460714285714275,9.428571428571429,6.75,4,6
1.1316,304,323,21.56264285469294,42.16875457875458,11.130434782608695,10.653846153846153,5,5
1.1316,37,357,6.036666666666667,37.868659118659124,0.0,11.76923076923077,3,5
1.1316,101,341,18.944047619047616,37.843939393939394,4.285714285714286,10.961538461538462,5,5
1.1316,145,364,32.71945887445887,46.12615051615052,5.4,12.26923076923077,2,6
1.2368,167,347,29.551071428571426,39.56708513708514,6.526315789473684,11.461538461538462,3,5
1.2368,173,379,6.502142008318479,47.069632034632036,8.6,12.73076923076923,2,5
1.2368,229,135,14.291855203619908,31.24583333333333,8.681818181818182,3.68,3,6
1.2368,215,467,9.392894392758944,39.658512002703176,8.7,15.333333333333334,2,5
1.2368,254,450,11.31300453043016,37.40611748155227,10.333333333333334,15.26923076923077,2,5
1.2368,160,255,19.184959207459208,35.39992063492063,7.4375,7.846153846153846,5,6
1.2368,163,161,31.73083333333333,33.79,6.764705882352941,4.916666666666667,5,6
1.2368,224,333,21.299851455733805,49.796602564102564,10.823529411764707,10.961538461538462,4,6
1.2368,233,509,21.35955539558481,41.299639100722686,9.55,16.85185185185185,4,5
1.2368,171,397,24.049365079365078,39.97818181818182,6.684210526315789,13.26923076923077,4,5
1.2368,330,288,19.857715489704653,42.09238095238095,12.347826086956522,8.666666666666666,5,5
1.2368,226,264,32.59589572192514,41.29055555555555,8.454545454545455,8.708333333333334,5,7
1.2368,278,205,22.401710198014545,49.612857142857145,10.130434782608695,6.1923076923076925,4,6
1.2368,234,369,10.659741136056926,39.225452635599694,9.7,12.24,2,5
1.2368,248,453,10.606327480998534,39.24297313797314,10.842105263157896,14.961538461538462,4,5
1.2368,332,387,20.17694456369778,42.689544622044615,13.476190476190476,12.576923076923077,6,6
1.2368,299,428,21.336083714187428,37.78161616161616,12.285714285714286,14.23076923076923,5,5
1.2368,298,255,20.09351809954751,31.927564935064936,11.08695652173913,8.24,6,5
1.2368,292,372,11.186969780219782,41.10499299719888,11.227272727272727,11.653846153846153,5,5
1.2368,147,256,20.65551948051948,43.9,6.5,8.307692307692308,2,5
1.3421,255,325,20.26229816691487,38.96253246753246,10.333333333333334,10.423076923076923,3,5
1.3421,267,432,17.608881673881676,39.96206807081807,10.318181818181818,14.576923076923077,4,5
1.3421,148,347,16.441666666666666,38.01095238095238,5.7368421052631575,11.653846153846153,2,5
1.3421,241,428,18.565776862026862,36.89470545794075,9.571428571428571,14.26923076923077,2,6
1.3421,241,340,20.2609706331045,41.820454545454545,9.380952380952381,10.576923076923077,4,5
1.3421,176,458,26.92734853381912,43.06478174603174,7.421052631578948,14.653846153846153,5,5
1.3421,260,219,16.852750257997933,34.693571428571424,11.368421052631579,6.48,5,7
1.3421,303,434,24.790611839215956,40.318828935082806,12.428571428571429,14.148148148148149,4,5
1.3421,186,109,8.967819794584502,29.2,9.0,2.9565217391304346,3,6
1.3421,259,380,11.257822434670905,40.41843975468975,10.380952380952381,12.576923076923077,3,6
1.3421,248,197,16.64743108743109,36.075,10.2,6.04,2,7
1.3421,249,293,23.337469073324336,39.45357142857142,9.857142857142858,9.038461538461538,2,6
1.3421,322,232,19.994717287872085,52.31666666666668,11.75,6.884615384615385,6,6
1.3421,243,326,11.442415541974366,34.61711038961039,10.842105263157896,10.346153846153847,2,5
1.3421,145,395,33.694420995670995,40.290000000000006,7.5,13.115384615384615,2,6
1.3421,235,357,16.66272496947497,45.087481407481405,9.19047619047619,11.185185185185185,3,5
1.3421,279,313,16.322486329460013,37.54857142857143,11.333333333333334,10.038461538461538,4,5
1.3421,262,395,18.13045248705543,38.42298701298701,10.571428571428571,12.555555555555555,4,5
1.3421,117,430,15.680714285714282,36.293945374800636,4.444444444444445,14.153846153846153,6,7
1.3421,178,449,27.126428571428573,44.79672077922078,6.65,14.76923076923077,6,5
1.4474,297,505,17.757127273311486,40.325413165266106,10.708333333333334,16.555555555555557,5,5
1.4474,208,524,7.67163021189337,38.34740973176328,9.764705882352942,17.692307692307693,4,6
1.4474,210,422,8.386195980064265,43.41130952380952,9.823529411764707,13.961538461538462,4,7
1.4474,325,493,26.597611073137386,39.16607142857143,12.545454545454545,16.37037037037037,7,6
1.4474,330,342,21.866124346929304,36.60782828282828,12.083333333333334,11.153846153846153,5,6
1.4474,165,430,30.402337662337658,40.223641636141636,8.133333333333333,13.925925925925926,2,4
1.4474,158,492,25.225104895104895,37.954166666666666,6.9411764705882355,16.22222222222222,2,5
1.4474,221,435,32.430444139194144,40.29038246840879,8.181818181818182,14.653846153846153,5,5
1.4474,267,590,17.952617537433326,39.72594344158855,10.380952380952381,20.26923076923077,6,4
1.4474,304,382,19.632036811937706,41.71297619047619,11.130434782608695,12.0,6,5
1.4474,314,302,22.84041916253681,39.13460317460318,11.91304347826087,9.407407407407407,4,7
1.4474,146,513,20.417600732600732,40.997394272394274,5.142857142857143,17.346153846153847,6,4
1.4474,317,414,18.63594839942666,45.74516467192937,12.761904761904763,13.384615384615385,4,5
1.4474,156,405,27.958647186147186,36.082070707070706,6.052631578947368,13.307692307692308,3,6
1.4474,260,243,10.71449050949051,43.22666666666667,12.277777777777779,7.222222222222222,2,6
1.4474,301,295,23.25626059126059,45.996428571428574,11.318181818181818,9.148148148148149,4,6
1.4474,261,615,9.613397954702302,39.849462899529314,11.2,20.62962962962963,2,5
1.4474,309,430,21.238605411074623,39.45119206773619,11.565217391304348,13.923076923076923,8,5
1.4474,298,539,18.2568096037949,39.779240944240954,11.5,17.77777777777778,5,5
1.4474,201,346,6.693138528138528,42.602023809523814,9.294117647058824,10.703703703703704,3,6
1.5526,231,547,35.76428571428572,36.03288908545874,9.65,17.814814814814813,7,5
1.5526,254,531,17.926338640719443,42.244756121071916,10.55,17.96153846153846,2,5
1.5526,277,633,11.804056335821041,38.128020979020974,12.944444444444445,21.692307692307693,4,4
1.5526,270,635,11.45139531965619,37.557956001113894,10.363636363636363,21.074074074074073,5,5
1.5526,53,497,5.036666666666667,42.891614003901154,12.0,16.576923076923077,3,6
1.5526,291,436,20.527248482511638,36.93554368876737,11.318181818181818,14.038461538461538,5,5
1.5526,202,492,9.32972540531364,41.74962662337662,11.428571428571429,16.73076923076923,4,5
1.5526,321,440,12.134575888507777,54.200530303030305,13.285714285714286,14.555555555555555,5,6
1.5526,303,738,20.363816074276603,38.90790255768578,11.434782608695652,25.22222222222222,7,5
1.5526,366,429,21.54696248880784,40.22309523809524,13.458333333333334,13.481481481481481,6,6
1.5526,283,490,18.678300196180633,40.719150053163204,11.380952380952381,15.88888888888889,6,5
1.5526,291,683,17.40837983050512,33.91634647838988,11.409090909090908,23.296296296296298,6,4
1.5526,331,391,17.368467403295256,51.500757575757575,12.478260869565217,12.615384615384615,6,6
1.5526,261,486,16.456676966824027,43.83605441659789,10.136363636363637,15.925925925925926,3,6
1.5526,426,388,19.70770166944567,38.83611111111111,17.363636363636363,12.346153846153847,4,6
1.5526,171,485,27.164761904761907,40.060694444444444,5.454545454545454,15.962962962962964,7,5
1.5526,333,560,18.483744031830238,36.49385495825124,11.52,19.153846153846153,6,5
1.5526,207,574,33.4885101010101,39.0803450194307,8.047619047619047,19.692307692307693,5,5
1.5526,117,374,13.759761904761906,46.92666666666666,4.647058823529412,11.923076923076923,6,6
1.5526,327,511,26.91145763296879,37.78838174982912,12.608695652173912,16.88888888888889,5,5
1.6579,297,405,19.198141551468378,42.84920634920635,12.095238095238095,12.62962962962963,4,6
1.6579,302,656,19.71876554185852,40.59178571428572,11.434782608695652,22.53846153846154,5,5
1.6579,149,599,26.52809523809524,43.34938933873145,5.7894736842105265,19.77777777777778,8,5
1.6579,77,553,34.24666666666667,36.789241720611685,3.0,18.185185185185187,5,6
1.6579,276,502,18.528388520082068,37.8079365079365,10.217391304347826,16.62962962962963,4,5
1.6579,88,442,10.097979797979798,35.94261904761905,4.25,13.814814814814815,3,6
1.6579,331,392,11.119888046536655,43.05416666666666,12.478260869565217,12.592592592592593,7,6
1.6579,270,695,11.273784167162775,41.8174592931933,13.058823529411764,23.333333333333332,5,5
1.6579,179,464,25.77168472652219,43.40962662337662,9.4,14.666666666666666,2,6
1.6579,143,462,17.965039682539683,38.02283216783217,5.1,15.26923076923077,5,6
1.6579,92,553,12.382539682539683,39.2136231884058,4.818181818181818,17.925925925925927,3,5
1.6579,284,487,17.89252374312384,39.70287878787879,11.476190476190476,15.777777777777779,4,6
1.6579,210,389,10.141217769158946,44.304535742035746,9.666666666666666,12.222222222222221,4,6
1.6579,388,654,24.30443494005994,41.630833333333335,14.25,21.962962962962962,5,5
1.6579,206,508,8.847187115516062,39.41906015037595,11.0,16.85185185185185,3,5
1.6579,295,565,22.438574540927483,43.47026770260146,11.318181818181818,18.77777777777778,4,6
1.6579,351,610,20.40024090188564,41.429562561094826,12.833333333333334,20.037037037037038,6,5
1.6579,418,735,22.894993524993524,35.56575708968451,14.76,25.46153846153846,7,4
1.6579,346,497,22.069468565203856,44.628140331890336,12.04,16.51851851851852,7,6
1.6579,209,670,8.31314479638009,38.036517429938485,10.5,22.62962962962963,4,4
1.7632,307,600,11.477601929660754,38.117222222222225,14.61111111111111,19.59259259259259,3,5
1.7632,98,598,16.532380952380954,35.77599722386167,3.75,20.037037037037038,5,5
1.7632,224,779,9.348582535885168,39.61947255850482,10.333333333333334,26.333333333333332,4,5
1.7632,244,738,22.30811548548364,38.08743028731557,9.0,25.037037037037038,5,5
1.7632,193,632,34.181691729323305,40.23310755125714,8.823529411764707,21.296296296296298,4,5
1.7632,288,665,15.734727462080404,36.81258113231797,10.478260869565217,22.11111111111111,4,5
1.7632,291,691,11.738872001339107,39.28042663816858,11.952380952380953,22.962962962962962,6,5
1.7632,377,634,24.80591896407686,45.29903322708394,13.916666666666666,21.333333333333332,5,5
1.7632,291,588,12.458564768564768,37.32183096315448,13.421052631578947,19.037037037037038,3,5
1.7632,179,588,20.878387445887448,40.03319248384466,6.181818181818182,19.11111111111111,6,6
1.7632,413,680,25.2924551004551,41.02623983386458,15.416666666666666,22.59259259259259,5,5
1.7632,397,617,21.709267527106537,44.20701447948188,14.2,20.88888888888889,7,5
1.7632,353,731,21.2427508361204,39.260746740075334,14.0,25.11111111111111,5,5
1.7632,264,459,20.968988658400423,38.98177655677655,10.80952380952381,14.74074074074074,2,6
1.7632,102,538,14.129945054945054,38.34245888098829,5.818181818181818,17.77777777777778,3,5
1.7632,230,635,8.833958333333333,37.18239697802198,9.047619047619047,20.88888888888889,4,6
1.7632,184,601,35.07728842880546,41.32113927738928,7.473684210526316,20.423076923076923,3,5
1.7632,391,482,24.0344185520362,48.993598166539336,14.5,15.25925925925926,7,5
1.7632,396,664,24.555970446149473,37.32572438672439,14.25,21.428571428571427,7,5
1.7632,242,504,24.051021756021758,44.00687182915124,8.375,16.555555555555557,6,5
1.8684,289,575,34.16419025419025,44.03595629370629,10.782608695652174,18.814814814814813,5,5
1.8684,410,839,21.703489833211385,36.791656597484184,15.695652173913043,27.962962962962962,5,4
1.8684,363,473,11.407983016983017,39.35333333333333,14.409090909090908,15.481481481481481,5,5
1.8684,387,723,17.511285818519212,36.50390026185064,14.826086956521738,24.48148148148148,7,4
1.8684,181,619,25.260982905982907,47.93799355107136,7.833333333333333,20.85185185185185,2,5
1.8684,379,469,18.746527555165077,34.3040293040293,14.608695652173912,14.62962962962963,4,5
1.8684,438,506,26.84956051894442,39.88634920634921,15.68,16.444444444444443,7,5
1.8684,400,556,21.3082661636609,38.64417389627916,15.434782608695652,18.25925925925926,7,6
1.8684,468,596,26.299152044649652,55.09128026704754,16.8,20.0,6,6
1.8684,225,745,9.51442546583851,41.62491830613083,13.0,25.96153846153846,3,5
1.8684,372,588,21.35904092126869,39.60337012987013,14.347826086956522,19.185185185185187,8,5
1.8684,499,596,26.23026680662675,42.35024681201152,18.458333333333332,19.96153846153846,7,5
1.8684,426,718,24.62336714975845,38.70541089652235,15.08,24.76923076923077,6,5
1.8684,383,742,24.123467657342655,41.52696608946609,14.166666666666666,25.22222222222222,5,5
1.8684,417,725,24.37658829676071,35.22411322004315,15.869565217391305,24.59259259259259,6,5
1.8684,380,740,22.88478949814476,39.54143728316403,15.0,24.814814814814813,5,5
1.8684,106,550,15.446666666666667,45.29180564533506,4.533333333333333,18.11111111111111,5,6
1.8684,227,449,9.94578499931441,35.24897102897103,11.117647058823529,14.407407407407407,3,7
1.8684,317,426,17.282266800107358,42.24583333333333,12.80952380952381,13.555555555555555,6,7
1.8684,318,473,11.118832773824192,53.59715367965369,11.583333333333334,15.185185185185185,7,6
1.9737,80,699,9.494166666666667,37.23808413808414,2.8666666666666667,23.666666666666668,5,5
1.9737,369,626,22.161131677122725,38.38999222999223,14.130434782608695,20.77777777777778,5,5
1.9737,375,754,19.02700772657294,35.279171425353425,12.76923076923077,25.296296296296298,7,5
1.9737,210,642,26.07308098143911,39.36465225563909,10.117647058823529,21.51851851851852,6,5
1.9737,239,694,9.59526832363039,40.01148385542669,11.941176470588236,23.74074074074074,7,5
1.9737,102,655,11.315122655122654,38.80384622623753,5.636363636363637,21.814814814814813,3,5
1.9737,95,745,10.162051282051284,41.56196891534391,5.181818181818182,24.821428571428573,4,5
1.9737,342,814,11.873416860916862,41.39919123413785,14.238095238095237,27.85185185185185,5,5
1.9737,263,557,27.64271335200747,35.165495289024705,9.041666666666666,18.037037037037038,8,5
1.9737,212,808,8.583041125541126,42.032408490920055,12.214285714285714,26.88888888888889,2,5
1.9737,198,720,34.629552232029354,40.581564488143435,9.875,24.296296296296298,2,6
1.9737,348,654,19.863759400787263,42.54052852811676,13.545454545454545,21.77777777777778,6,6
1.9737,178,650,13.833910256410254,38.14465802675585,7.368421052631579,21.555555555555557,4,5
1.9737,452,657,24.137881949604623,41.77143786331942,16.36,22.0,6,6
1.9737,219,869,29.137042874566088,43.996180809930806,8.95,29.814814814814813,4,5
1.9737,220,845,29.98516788766789,40.95360775041242,8.476190476190476,28.444444444444443,6,5
1.9737,302,786,12.835458308227945,36.83025196961295,12.619047619047619,26.62962962962963,3,5
1.9737,382,617,23.97918683964814,43.450654707611235,13.56,20.59259259259259,5,5
1.9737,488,572,23.204546807632106,40.01913515406163,17.8,18.74074074074074,6,5
1.9737,102,629,16.3175,40.0619055230788,4.428571428571429,20.74074074074074,6,5
2.0789,400,790,18.634942912837648,35.46928132790774,14.36,27.074074074074073,6,5
2.0789,331,723,20.129974313331935,38.48431671344957,13.181818181818182,24.333333333333332,3,5
2.0789,326,830,19.537093681797398,39.6031047947853,12.304347826086957,27.77777777777778,6,5
2.0789,406,866,25.32128927338646,39.9195988308779,14.56,29.037037037037038,6,5
2.0789,444,920,24.80474819097229,37.45046872837516,16.291666666666668,31.51851851851852,5,4
2.0789,403,832,16.76908901234719,38.07609405300582,14.4,28.51851851851852,10,5
2.0789,84,863,10.268333333333334,39.507164151339914,3.4285714285714284,29.85185185185185,5,5
2.0789,99,773,12.581403318903318,41.47154055110044,5.545454545454546,26.14814814814815,3,5
2.0789,667,570,20.21871192630569,44.685158730158726,25.541666666666668,18.185185185185187,6,6
2.0789,373,679,20.022776936034802,35.81893346991173,13.75,22.444444444444443,8,5
2.0789,389,672,25.754898303450933,40.989000000000004,14.458333333333334,21.62962962962963,5,6
2.0789,57,624,5.830357142857143,44.32068694463432,12.0,20.48148148148148,3,5
2.0789,430,717,26.297820265618576,39.22974025974026,16.608695652173914,24.692307692307693,8,5
2.0789,206,685,35.36509265588213,52.353667657292974,8.4,23.25925925925926,3,5
2.0789,241,785,9.054453137442268,37.72738657106304,11.823529411764707,26.296296296296298,4,5
2.0789,446,798,24.198575272675722,41.87911810776943,17.26086956521739,27.296296296296298,5,5
2.0789,310,747,12.610829355549907,38.549022667693265,12.363636363636363,24.88888888888889,2,5
2.0789,441,854,24.11150432900433,38.38024675702094,15.8,29.333333333333332,6,4
2.0789,428,897,24.20006127208901,36.72835269803694,14.884615384615385,30.48148148148148,6,5
2.0789,113,606,23.761666666666663,36.67948830409357,3.526315789473684,19.555555555555557,5,6
2.1842,231,890,10.11525932768038,37.56749705278755,12.666666666666666,30.074074074074073,3,5
2.1842,289,605,29.055869479341347,32.45373015873016,9.833333333333334,20.185185185185187,5,5
2.1842,115,728,35.18333333333333,40.850815295815295,3.6315789473684212,23.77777777777778,6,5
2.1842,378,820,20.04186320957202,37.52195712635821,13.24,27.85185185185185,6,5
