decay_rate,infec_list_FB,infec_list_BA,early_deg_FB,early_deg_BA,speed_list_FB,speed_list_BA,reach_list_FB,reach_list_BA
0.1784,57,187,20.25,37.10805555555555,6.0,6.590909090909091,5,4
0.1784,151,71,19.841270396270396,40.583333333333336,6.875,1.9375,2,5
0.1784,60,69,15.021428571428572,36.8,4.0,1.8,5,7
0.1784,53,179,8.73047619047619,37.62284992784993,5.5,6.130434782608695,2,5
0.1784,186,60,22.63680099312452,25.01666666666667,7.684210526315789,1.5333333333333334,6,4
0.1784,196,92,17.16898908281261,40.00833333333333,8.722222222222221,2.65,4,5
0.1784,177,83,17.187735294117648,33.625,8.75,2.2,3,5
0.1784,193,91,16.755566908581617,40.891666666666666,8.666666666666666,2.65,3,7
0.1784,192,132,25.224433621933624,38.63785714285715,7.0,4.333333333333333,3,5
0.1784,73,75,11.961666666666668,55.0,3.6666666666666665,2.0588235294117645,3,6
0.1784,111,179,26.30128205128205,37.33476190476191,4.176470588235294,5.625,4,4
0.1784,163,112,15.215595238095242,31.30833333333333,6.315789473684211,3.8421052631578947,2,5
0.1784,150,69,21.026027926322044,33.483333333333334,6.055555555555555,2.1333333333333333,3,5
0.1784,30,111,3.2333333333333334,41.28055555555555,0.0,3.9444444444444446,4,5
0.1784,155,66,18.48519397269397,43.8,6.823529411764706,1.875,5,6
0.1889,99,185,22.497380952380954,37.53113636363636,6.0,5.75,3,4
0.1889,75,110,12.512857142857143,33.94055555555555,3.9,3.227272727272727,3,5
0.1889,128,80,13.815332167832167,34.516666666666666,5.5,2.2941176470588234,3,6
0.1889,176,84,18.971527777777776,36.075,9.066666666666666,2.3684210526315788,3,4
0.1889,150,75,19.933928571428574,38.4,6.529411764705882,2.3333333333333335,2,6
0.1889,108,134,31.09483766233766,51.12571428571429,6.8,4.7,3,5
0.1889,59,132,6.648333333333333,36.56,3.2857142857142856,4.6,3,5
0.1889,99,94,17.57420634920635,35.086666666666666,5.25,3.4375,2,6
0.1889,115,126,6.480641025641026,38.0525,6.333333333333333,3.909090909090909,3,5
0.1889,266,97,17.48588735825578,46.56071428571428,10.227272727272727,3.5625,5,5
0.1889,94,93,24.128412698412696,30.903333333333336,4.909090909090909,2.6315789473684212,2,5
0.1889,172,63,12.084372294372296,35.61666666666666,7.647058823529412,1.3333333333333333,3,6
0.1889,108,133,26.052619047619043,36.64880952380952,5.230769230769231,4.476190476190476,2,5
0.1889,153,29,10.840103174603174,25.7,7.6,0.0,3,5
0.1889,174,78,19.1565873015873,32.55,7.222222222222222,2.6875,5,4
0.1889,191,75,19.40404279930596,27.516666666666662,7.5,2.176470588235294,4,6
0.1889,107,33,28.839880952380952,20.05,5.153846153846154,0.0,2,5
0.1889,156,178,16.796666666666667,48.89714285714286,7.6,5.956521739130435,2,5
0.1889,176,97,9.345210729168532,34.7,8.625,2.727272727272727,2,5
0.1889,101,168,36.96650793650794,44.109523809523814,6.1,5.681818181818182,2,5
0.1995,329,123,17.708421717171717,48.33666666666666,13.0,4.473684210526316,4,5
0.1995,144,86,16.497209595959596,33.005,6.933333333333334,2.8125,2,5
0.1995,124,90,7.814751914751914,38.955,7.7272727272727275,2.55,2,5
0.1995,172,168,22.016383265856952,39.59452380952381,6.894736842105263,5.7272727272727275,3,5
0.1995,147,163,12.5432992007992,52.30999999999999,6.111111111111111,5.173913043478261,2,6
0.1995,132,69,9.085676691729324,66.90333333333334,7.916666666666667,2.1333333333333333,2,6
0.1995,174,157,16.01924603174603,38.45047619047619,7.2105263157894735,5.428571428571429,5,5
0.1995,65,87,12.12595238095238,33.0,4.285714285714286,2.55,2,6
0.1995,95,66,19.495238095238097,36.3,5.0,2.1538461538461537,3,7
0.1995,91,60,16.643055555555556,27.74,4.583333333333333,2.090909090909091,2,5
0.1995,176,123,17.77914862914863,37.58833333333333,8.375,4.1,3,6
0.1995,151,54,8.594402852049912,35.5,7.133333333333334,1.7272727272727273,2,5
0.1995,48,53,10.297619047619047,28.983333333333338,5.5,1.5,3,5
0.1995,150,155,10.124586466165415,35.25722222222222,8.538461538461538,5.333333333333333,2,5
0.1995,59,115,13.101666666666665,41.923095238095236,10.0,4.235294117647059,3,7
0.1995,155,69,10.925295815295815,33.34166666666667,8.142857142857142,1.7777777777777777,3,4
0.1995,173,64,16.17347421584264,29.96666666666667,8.125,1.9230769230769231,3,5
0.1995,165,126,17.164464285714285,42.917222222222215,7.6875,4.142857142857143,4,5
0.1995,101,109,23.809102564102563,40.90333333333333,7.0,3.5,2,5
0.1995,170,152,18.180541125541122,35.53595238095238,7.9411764705882355,5.190476190476191,4,5
0.21,56,51,11.011111111111111,28.45,7.0,1.4444444444444444,2,6
0.21,102,141,23.51418803418803,48.14035714285714,5.166666666666667,4.9,4,5
0.21,143,162,11.999365079365079,38.54972222222223,5.888888888888889,5.3478260869565215,2,5
0.21,93,69,35.70650793650794,32.9,6.0,1.8235294117647058,6,6
0.21,47,107,12.3875,38.405,0.0,3.1904761904761907,3,7
0.21,187,59,22.038941940412528,33.09166666666667,7.7368421052631575,1.5833333333333333,3,6
0.21,102,115,25.125622710622714,31.4,5.25,3.5238095238095237,2,5
0.21,91,166,43.24419191919192,35.73156593406593,3.5,5.636363636363637,3,4
0.21,143,166,17.569188034188034,38.012142857142855,6.3125,6.15,4,4
0.21,93,131,23.152307692307694,49.20642857142857,6.111111111111111,4.380952380952381,2,5
0.21,161,160,15.740359348254085,35.58523809523809,7.117647058823529,5.173913043478261,4,6
0.21,101,134,25.751666666666665,37.70575757575757,4.357142857142857,4.526315789473684,4,5
0.21,138,61,7.648342352092351,36.525,6.785714285714286,1.6,4,5
0.21,185,34,23.774009209744506,20.93333333333333,7.578947368421052,0.0,3,4
0.21,130,50,7.20395552160258,52.85,6.571428571428571,1.5714285714285714,2,4
0.21,162,125,11.432539682539684,36.46,8.066666666666666,4.15,2,5
0.21,161,84,25.202281746031744,35.625,7.75,2.35,2,5
0.21,47,48,6.403333333333333,29.1,4.0,1.0,4,4
0.21,58,86,17.456666666666667,33.34,5.25,2.7777777777777777,3,6
0.21,173,132,12.694990842490842,36.99404761904762,9.0,4.476190476190476,2,5
