decay_rate,infec_list_FB,infec_list_BA,early_deg_FB,early_deg_BA,speed_list_FB,speed_list_BA,reach_list_FB,reach_list_BA
0.0732,245,186,20.684785786109313,44.05833333333333,9.136363636363637,5.28,6,8
0.0732,102,202,23.457619047619048,43.54333333333334,3.8823529411764706,6.076923076923077,5,6
0.0837,212,268,10.874662698412697,35.925198412698414,10.0,8.64,2,5
0.0837,277,219,17.910128205128206,39.05448412698413,9.791666666666666,6.92,7,5
0.0837,120,289,23.904999999999998,45.547222222222224,5.6,9.76,5,5
0.0837,146,258,30.119999999999994,33.76345154845155,5.421052631578948,8.6,2,6
0.0837,451,308,19.4653597976256,44.14242063492064,16.958333333333332,9.961538461538462,5,5
0.0837,222,303,16.497160894660897,43.38647768897769,8.136363636363637,9.5,5,6
0.0837,217,156,16.327181441746657,27.458333333333332,8.181818181818182,4.333333333333333,6,5
0.0837,195,296,17.777960372960372,41.48060606060606,8.666666666666666,9.538461538461538,4,5
0.0837,122,276,18.905140692640693,38.10079365079365,4.470588235294118,9.0,2,5
0.0837,70,370,37.05,50.19271561771561,1.9375,11.962962962962964,5,5
0.0837,185,323,7.918253119429591,45.0910064935065,8.222222222222221,10.038461538461538,3,5
0.0837,214,155,10.39955659536542,27.5,9.263157894736842,4.458333333333333,3,6
0.0837,176,403,8.114375901875901,36.83375971250972,8.4375,13.653846153846153,3,4
0.0837,77,347,13.433333333333334,40.22519536019536,4.444444444444445,11.461538461538462,5,5
0.0837,136,342,19.450667388167385,41.66525252525252,5.222222222222222,11.384615384615385,3,5
0.0837,320,179,18.656625386996904,51.86845238095238,12.217391304347826,5.44,4,6
0.0837,259,230,20.333989898989902,32.45230158730159,10.19047619047619,7.0,5,6
0.0837,172,233,8.635478965478965,34.06507936507937,7.823529411764706,7.076923076923077,5,6
0.0837,222,388,22.16971861471861,39.26947663447664,8.761904761904763,12.538461538461538,4,5
0.0837,396,275,14.24817403104289,37.75380952380952,15.26086956521739,8.653846153846153,4,5
0.0942,213,215,24.95714285714286,40.54920634920635,7.818181818181818,6.96,5,6
0.0942,83,237,14.47469696969697,39.33952380952381,4.090909090909091,7.833333333333333,3,6
0.0942,164,281,7.654289044289044,37.680822510822516,8.333333333333334,9.625,3,5
0.0942,212,212,9.757049127343246,40.68722222222222,8.65,6.72,3,5
0.0942,208,264,10.714762043512042,40.19479076479077,10.5,8.76,3,6
0.0942,237,111,22.067285247432306,31.366666666666667,9.85,2.9565217391304346,4,7
0.0942,254,315,20.61277777777778,40.98059523809524,10.238095238095237,10.153846153846153,6,5
0.0942,161,345,8.542579365079366,37.63674242424242,7.117647058823529,11.576923076923077,3,5
0.0942,139,166,25.44589743589744,33.29611111111112,6.3125,5.217391304347826,2,6
0.0942,236,121,19.980617993117995,40.38285714285714,9.0,3.375,3,6
0.0942,95,279,13.002380952380951,59.98419786096257,4.666666666666667,9.038461538461538,4,5
0.0942,123,215,28.690476190476186,38.257619047619045,6.0,6.64,4,5
0.0942,203,182,16.950151515151514,33.58428571428571,8.473684210526315,5.875,4,5
0.0942,156,113,7.629956848706849,26.2,7.8,3.1739130434782608,3,6
0.0942,132,318,31.50941558441558,41.68824675324676,5.470588235294118,10.538461538461538,5,6
0.0942,158,85,8.263235236985237,24.15,8.357142857142858,2.0434782608695654,2,9
0.0942,208,276,10.316789321789322,36.40275641025641,8.5,8.538461538461538,3,5
0.0942,208,217,10.713957153957155,32.96690476190476,8.35,6.8,2,5
0.0942,133,256,21.152886002886007,44.69861111111111,5.470588235294118,8.0,5,6
0.0942,257,172,27.651835988085985,44.4,9.681818181818182,5.166666666666667,6,5
0.1047,186,158,19.338838938838936,36.537142857142854,7.7894736842105265,5.0476190476190474,5,5
0.1047,117,234,22.160952380952377,46.735476190476184,5.428571428571429,7.6,2,5
0.1047,202,142,20.707081643846347,35.851190476190474,7.9,4.041666666666667,4,5
0.1047,61,165,11.545714285714286,40.99166666666667,3.8333333333333335,4.653846153846154,3,6
0.1047,191,172,18.145550283050284,33.65083333333334,8.5,5.25,4,6
0.1047,228,226,23.11827380952381,48.51119047619048,8.454545454545455,7.458333333333333,4,5
0.1047,228,211,22.543981115502852,34.74166666666667,10.222222222222221,6.2,3,5
0.1047,61,154,8.05,52.41555555555556,3.125,4.869565217391305,3,5
0.1047,162,163,9.961916555666555,37.84166666666666,8.714285714285714,4.875,4,6
0.1047,230,163,11.102010489510489,32.31071428571429,9.35,5.304347826086956,7,6
0.1047,206,200,18.854075630252098,39.977222222222224,7.5,6.416666666666667,6,6
0.1047,210,276,20.33496711621712,39.27407647907648,8.5,9.08,3,5
0.1047,51,177,21.3,32.21642857142857,1.4444444444444444,5.125,5,5
0.1047,209,177,17.2712690817954,35.83277777777778,8.789473684210526,5.583333333333333,4,6
0.1047,207,253,15.715079642579642,48.82674603174603,8.35,8.08,5,5
0.1047,227,166,20.014507202370474,50.57559523809523,9.789473684210526,5.0,4,6
0.1047,393,163,13.907903474544778,35.399166666666666,14.782608695652174,5.041666666666667,4,6
0.1047,72,121,46.086666666666666,40.108333333333334,2.6923076923076925,3.772727272727273,6,6
0.1047,186,96,16.06811688311688,33.77833333333333,6.904761904761905,2.4782608695652173,4,7
0.1047,316,298,12.476706868011217,41.53332362082362,12.409090909090908,9.68,4,5
0.1153,181,236,10.224326923076925,40.89714285714286,8.352941176470589,7.56,2,5
0.1153,62,241,10.156904761904762,42.496266233766235,5.25,8.04,3,5
0.1153,120,140,27.881278166278168,34.75833333333334,6.666666666666667,4.181818181818182,2,5
0.1153,197,212,11.202017565767566,46.98746031746032,8.105263157894736,6.916666666666667,2,6
0.1153,195,148,18.050844155844153,44.15833333333334,7.238095238095238,4.291666666666667,6,6
0.1153,193,190,10.74061111111111,60.843809523809526,8.882352941176471,5.791666666666667,2,6
0.1153,61,252,12.53,37.56107142857143,4.4,8.458333333333334,3,6
0.1153,179,200,14.860106837606839,38.561190476190475,6.9,6.333333333333333,2,7
0.1153,46,114,7.858333333333334,34.735,3.0,3.5238095238095237,3,5
0.1153,202,253,18.677500000000002,46.0859126984127,8.1,8.24,4,5
0.1153,127,78,31.1312441643324,33.175,5.933333333333334,2.0526315789473686,2,4
0.1153,162,154,6.984384920634921,52.241666666666674,8.714285714285714,4.625,2,5
0.1153,167,244,17.0796824009324,38.7902614379085,7.117647058823529,8.208333333333334,3,5
0.1153,221,163,9.133839011230316,50.49333333333333,9.833333333333334,5.041666666666667,4,6
0.1153,185,123,18.05739316239316,40.72238095238095,7.4,3.590909090909091,3,6
0.1153,367,243,13.565037207045828,36.18234848484848,13.5,8.608695652173912,7,4
0.1153,39,134,5.613333333333332,36.94238095238096,0.0,4.045454545454546,4,7
0.1153,122,98,18.507261904761908,39.666666666666664,6.076923076923077,2.5454545454545454,2,7
0.1153,41,187,2.7416666666666663,52.45166666666667,1.0,5.72,3,5
0.1153,146,218,6.8449786324786315,41.15555555555555,6.75,6.88,3,6
0.1258,183,252,20.543646076146075,42.0293253968254,7.888888888888889,7.96,2,5
0.1258,57,290,7.557738095238096,40.3337432012432,4.0,9.423076923076923,3,5
0.1258,204,244,9.418671802054154,45.03795454545455,8.944444444444445,8.565217391304348,3,4
0.1258,191,198,10.19606227106227,63.181904761904775,7.947368421052632,6.208333333333333,3,5
0.1258,211,150,26.726629919787808,39.25833333333333,9.277777777777779,4.782608695652174,4,5
0.1258,140,206,9.656369047619048,42.297936507936505,6.928571428571429,6.708333333333333,2,5
0.1258,204,260,16.33472222222222,42.450634920634926,8.421052631578947,8.791666666666666,5,5
0.1258,175,163,19.185577745417564,32.37833333333334,8.4375,4.625,3,6
0.1258,206,83,14.83778998778999,28.6,7.904761904761905,2.0476190476190474,4,6
0.1258,207,258,16.232224025974027,40.88638888888889,7.809523809523809,8.72,5,5
0.1258,220,226,9.372524228082037,37.01817460317461,9.31578947368421,7.2,4,6
0.1258,43,204,7.290000000000001,34.57523809523809,3.0,6.32,4,5
0.1258,186,195,26.981373626373625,46.03079365079365,7.2,6.608695652173913,2,5
0.1258,192,118,24.31609095153213,35.61666666666666,8.5,3.3636363636363638,3,8
0.1258,44,133,3.4726190476190473,43.2375,0.0,3.875,3,5
0.1258,106,275,36.80940476190476,39.24572795625427,4.923076923076923,8.96,2,4
0.1258,50,87,5.903333333333333,23.075,3.3333333333333335,2.7777777777777777,2,5
0.1258,182,150,18.009170274170277,36.84738095238095,7.2631578947368425,4.869565217391305,4,6
0.1258,123,134,25.126626984126982,45.63333333333333,5.0,3.75,5,6
0.1258,256,220,18.80442981854747,35.78277777777778,9.681818181818182,7.208333333333333,5,6
0.1363,56,73,10.423333333333334,42.7,2.3333333333333335,1.7142857142857142,4,5
0.1363,106,258,10.375,35.10303751803751,4.25,8.541666666666666,3,5
0.1363,256,167,19.403123404373407,45.733333333333334,10.65,5.434782608695652,6,6
0.1363,177,75,18.999985847485846,38.15,8.8125,2.0,2,7
0.1363,197,64,19.621626984126983,31.4,8.666666666666666,1.5294117647058822,5,6
0.1363,204,118,21.068144257703082,38.24166666666666,9.11111111111111,3.1363636363636362,3,6
0.1363,192,153,11.305758636788049,41.02333333333333,8.444444444444445,4.954545454545454,2,5
0.1363,191,170,18.301185064935062,52.829271284271286,7.1,6.142857142857143,3,5
0.1363,176,153,8.91375816993464,32.89023809523809,7.9411764705882355,4.75,3,6
0.1363,195,87,20.605389610389608,35.760000000000005,8.941176470588236,2.6666666666666665,2,5
0.1363,41,252,4.1722222222222225,43.054139895192534,0.0,8.44,2,5
0.1363,232,223,22.924952890247006,40.54482323232323,9.75,7.608695652173913,5,5
0.1363,212,175,17.402041708291705,44.33166666666666,8.5,5.5,4,6
0.1363,186,89,20.94951714951715,35.97,7.684210526315789,2.5789473684210527,5,6
0.1363,158,115,18.565,35.185,6.2631578947368425,3.65,3,7
0.1363,101,77,17.560714285714287,26.435000000000002,4.333333333333333,1.7619047619047619,2,5
0.1363,199,217,20.45562937062937,45.044603174603175,8.263157894736842,7.416666666666667,3,4
0.1363,214,197,21.329231791600215,42.082142857142856,8.0,6.458333333333333,6,6
0.1363,188,200,13.242748917748917,38.48916666666666,7.45,6.291666666666667,4,5
0.1363,180,99,9.69436507936508,32.464999999999996,7.473684210526316,2.9,2,5
0.1468,56,81,9.683333333333334,30.18,7.5,2.3333333333333335,3,7
0.1468,249,72,17.214713064713063,35.15,9.454545454545455,1.8888888888888888,4,6
0.1468,167,131,13.74257130124777,58.92261904761905,7.647058823529412,4.136363636363637,3,5
0.1468,71,170,11.25095238095238,45.36063492063492,3.875,5.857142857142857,3,6
0.1468,195,134,21.720604395604397,39.46428571428571,9.117647058823529,4.0,2,6
0.1468,164,104,17.902752525252524,28.633333333333333,6.526315789473684,3.0454545454545454,2,6
0.1468,191,135,15.37306792622582,41.650000000000006,7.5,4.043478260869565,3,6
0.1468,172,107,22.291407203907205,51.99000000000001,7.388888888888889,3.142857142857143,4,5
0.1468,161,168,12.867082084582085,48.38250000000001,7.176470588235294,5.818181818181818,4,6
0.1468,114,84,34.38464285714286,25.757142857142856,5.133333333333334,2.263157894736842,5,6
0.1468,116,151,36.30065476190477,35.77904761904762,4.75,4.818181818181818,3,6
0.1468,179,88,18.03699356199356,36.675,7.315789473684211,2.35,3,5
0.1468,116,166,34.58880952380953,39.81166666666667,5.642857142857143,5.590909090909091,2,5
0.1468,207,67,24.970427905427904,27.05,8.35,1.631578947368421,2,6
0.1468,220,129,19.413689643689644,46.041666666666664,8.523809523809524,3.608695652173913,3,5
0.1468,198,154,18.05572112098428,39.367380952380955,8.05,4.739130434782608,6,5
0.1468,79,139,10.955,48.43119047619048,6.0,4.173913043478261,4,5
0.1468,177,128,11.15924963924964,33.14333333333333,6.9,4.095238095238095,2,4
0.1468,70,61,11.116666666666667,23.45,4.428571428571429,1.375,3,5
0.1468,218,141,16.9762596553773,39.63333333333333,8.285714285714286,4.0,3,6
0.1574,158,143,14.413670634920635,35.58583333333333,9.076923076923077,4.565217391304348,3,5
0.1574,173,108,15.538255494505496,33.41222222222222,8.4375,3.5789473684210527,5,6
0.1574,166,165,20.821240981240983,40.91833333333334,7.411764705882353,5.454545454545454,4,5
0.1574,202,124,23.39804292929293,37.08416666666667,7.714285714285714,4.25,4,5
0.1574,178,159,20.084915329768272,46.189206349206344,7.368421052631579,5.043478260869565,5,5
0.1574,206,59,20.087836134453784,19.086666666666666,8.35,1.2941176470588236,5,5
0.1574,124,119,26.848571428571425,32.205,4.888888888888889,3.6363636363636362,4,5
0.1574,112,229,22.74810606060606,42.88601190476191,4.117647058823529,7.52,3,6
0.1574,96,74,22.8065811965812,31.46666666666667,5.8,2.0555555555555554,2,5
0.1574,116,99,31.399318181818177,45.11,5.846153846153846,3.0,5,6
0.1574,185,189,24.143203463203463,37.80392857142858,8.055555555555555,6.125,4,5
0.1574,184,68,15.064377599524658,29.4,8.11111111111111,1.7222222222222223,3,5
0.1574,208,100,23.521688311688315,41.06666666666666,7.857142857142857,2.857142857142857,4,6
0.1574,52,135,7.6800000000000015,62.587658730158736,4.25,4.428571428571429,3,6
0.1574,166,52,17.356593406593404,36.41666666666667,7.055555555555555,2.0,5,5
0.1574,106,114,23.28527777777778,37.980000000000004,4.928571428571429,3.5238095238095237,2,7
0.1574,176,177,22.67051948051948,41.339444444444446,7.647058823529412,5.478260869565218,4,6
0.1574,218,234,17.764573452862926,36.65582417582418,9.421052631578947,8.0,4,5
0.1574,152,159,18.719422799422798,44.88261904761905,7.0625,5.130434782608695,2,6
0.1574,47,37,10.465714285714286,26.333333333333336,4.0,0.6666666666666666,3,6
0.1679,170,121,11.454554334554334,28.222380952380952,7.277777777777778,3.5652173913043477,2,5
0.1679,166,74,11.31408457040036,29.96666666666666,6.888888888888889,1.85,2,5
0.1679,113,61,25.33297619047619,21.85,4.75,1.4,2,4
0.1679,113,172,28.535317460317458,43.95916666666667,5.142857142857143,5.608695652173913,2,5
0.1679,197,130,18.777233044733045,36.43750000000001,8.722222222222221,4.55,3,5
0.1679,170,176,10.180438842203548,41.00849206349206,6.5,5.583333333333333,2,5
0.1679,176,104,17.94039835164835,32.43333333333333,6.75,3.2,3,7
0.1679,162,222,15.18698051948052,38.99575757575758,6.555555555555555,7.583333333333333,3,4
0.1679,182,131,22.927390289449114,40.002857142857145,6.95,3.909090909090909,3,5
0.1679,184,184,22.625082972582973,38.276785714285715,8.0,6.043478260869565,3,5
0.1679,194,90,20.78821256038647,41.58333333333333,8.5,2.5789473684210527,3,5
0.1679,195,89,18.919407259407258,25.991666666666667,7.8,2.65,4,6
0.1679,180,52,18.95974358974359,39.61666666666666,7.833333333333333,2.0,3,5
0.1679,57,164,13.597619047619048,40.559761904761906,4.2,5.636363636363637,3,6
0.1679,47,84,7.966666666666667,30.125,4.0,2.3157894736842106,3,5
0.1679,164,114,10.308341503267973,41.398333333333326,6.944444444444445,3.5,2,7
0.1679,172,150,10.466111111111111,33.17861111111111,8.0,4.695652173913044,2,6
0.1679,144,182,19.207763902763904,42.08710317460317,6.235294117647059,5.75,2,5
0.1679,87,153,20.49388888888889,35.47892857142857,4.333333333333333,4.863636363636363,2,5
0.1679,195,75,23.298607503607506,44.88333333333334,9.117647058823529,2.0555555555555554,3,6
0.1784,223,71,19.365100250626565,33.71666666666667,9.3,2.2666666666666666,6,5
0.1784,152,110,14.212460317460318,34.085,7.0,3.380952380952381,2,5
0.1784,178,83,9.707874331550801,35.67166666666667,7.315789473684211,2.473684210526316,2,7
0.1784,159,129,18.659152426520848,31.27785714285714,7.0588235294117645,3.9565217391304346,3,5
0.1784,159,109,19.97104256854257,50.204047619047614,6.777777777777778,3.142857142857143,2,5
